term1,term2,label,related
Dienstreiseverkehr,Freizeitverkehr,Beziehung,1
Regelarbeitszeit,Reiseführer,Teil,1
Transitstaat,Erledigung,Ort,1
Schule,Wohlfahrtsverband,Wohnung,1
Dienstgeschäft,Weltreiseführer,Mensch,1
Nicht-schengen-staat,Deutschland,Handlung,1
Wagenklasse,Unterrichtsgang,Klasse,1
Linienverkehr,Betrieb,Abschnitt,1
Form,Geschichte,Eltern,1
Zweck,Ziel,Verhalten,1
Wohnsitzstaat,Werbungskosten,Aufwand,1
Erziehungszweck,Grund,Konzept,1
Zweck,Durchführung,Handlung,1
Österreich,Asien,Staat,1
Wagenklasse,Österreich,Arbeit,1
Linienverkehr,Vorphase,Abschnitt,1
Zweck,Dienstgeschäft,Geschäft,1
Zweck,Schild,Gruppe,1
Fahrtzweck,Bestandteil,Element,1
Dienstgeschäft,Treffen,Unternehmung,1
Fahrtkosten,Kosten,Energie,1
Wagenklasse,Schiff,Möglichkeit,1
Wiki-form,Interesse,Familie,1
Wagenklasse,Caritasverband,Ort,1
Sicherheit,Art,Partnern,1
Transitstaat,Arbeitsleistung,Verhältnis,1
Arbeit,Organisation,Gewinn,1
Reiseform,Unternehmen,Aufbau,1
Beförderungsklasse,Soldat,Raumzeit,1
Reiseform,Bezug,Rang,1
Zweck,Reiseart,Schicht,1
Fahrtzweck,Reiseziel,Gegenstand,1
Arbeit,Gefährdungsbeurteilung,Werk,1
Dienstgeschäft,Haustürgeschäft,Unternehmung,1
Zweck,Schülerliste,Folge,1
Schulfahrt,Studienfahrt,Verhältnis,1
Schule,Gesellschaft,Zeichen,1
Beförderungsklasse,Dienst,Teileinheit,1
Wiki-form,Bezug,Teileinheit,1
Außendienst,Dienstanweisung,Wohnung,1
Klasse,Richter,Zeichen,1
Fahrt,Unterhaltungsbetrieb,Tätigkeit,1
Beförderungsklasse,Gesellschaft,Konzept,1
Staat,Leistung,Gebiet,1
Zweck,Ausgabe,Folge,1
Jahr,Betrieb,Gegenwart,1
Wiki-form,Schulbusschild,Darstellung,1
Schülerfahrt,Geschichte,Familie,1
Schule,Dienststelle,Platz,1
Fahrt,Reisen,Wechsel,1
Beförderungsklasse,Verbreitung,Klasse,1
Klasse,Durchführung,Aktion,1
Regelleistung,Dienst,Geschäft,1
Schule,Erziehungsarbeit,Plural,1
Nicht-schengen-staat,Organisation,Handlung,1
Form,Musterschule,Menge,1
Schild,Gastfamilie,Geologie,1
Fahrt,Science-fiction-roman,Konzept,1
Staat,Grund,Einheit,1
Schule,Verkehrsmittel,Gerät,1
Nicht-schengen-staat,Staat,Mittel,1
Zweck,Reiseziel,Bereich,1
Fahrt,Bundesreisekostengesetz,Modell,1
Klasse,Organisation,Menge,1
Fahrt,Schulreise,Veränderung,1
Bundesreisekostengesetz,Leistung,Verhalten,1
Klassenfahrt,Tramper-bewegung,Wechsel,1
Schülerfahrt,Frauenfahrt,Veränderung,1
Beförderungsklasse,Zweck,Raumzeit,1
Fahrtzweck,Schild,Anforderungen,1
Einkommensteuergesetz,Abenteuer,Lebewesen,1
Nicht-schengen-staat,Schild,Mittel,1
Wiki-form,Arbeit,Eigenschaft,1
Form,Bahn,Endzustand,1
Schulfahrt,Richtung,Art,1
Schulfahrt,Familie,Kategorie,1
Beförderungsklasse,Grund,Menge,1
Reiseform,Schweiz,Güte,1
Austauschreise,Geschäftsreise,Fortbewegung,1
Beförderungsklasse,Roman,Raumzeit,1
Fahrt,Flug,Betrieb,1
Wiki-form,Schulbusschild,Bedeutungen,1
Wohnsitzstaat,Unterrichtsgang,Arbeit,1
Erziehungszweck,Geschichte,Taxon,1
Tätigkeit,Reiseart,Relation,1
Beförderungsklasse,Österreich,Einheit,1
Schulreise,Leistung,Zustand,1
Passen,Wagenklasse,Veranstaltung,0
Taggeld,Außendienst,Zelle,0
Familie,Auswärtstätigkeit,Gliederung,0
Weltreiseführer,Mensch,juristische,0
Unternehmen,Schulprogramm,Gelände,0
Unterhaltungsbetrieb,Betrieb,Person,0
Unterrichtsgang,Unternehmen,Menschen,0
Information,Dienstreiseverkehr,Konsequenz,0
Mensch,Schild,Erwerben,0
Arbeit,Science-fiction-roman,Verhältnis,0
Hippie-bewegung,Privatwirtschaft,Abbildung,0
Deutschland,Kraftfahrer,Schicht,0
Organisation,Arbeit,Abschnitt,0
Schulveranstaltung,Regelung,Zeitspanne,0
Bahn,Stelle,Ablauf,0
Fahrtenprogramm,Fahrt,Verwendungszweck,0
Information,Unterrichtsgang,Wort,0
Bürger,Betriebsausgabe,Verbundenheit,0
Kennenlernen,Kosten,Zeitraum,0
Schülersammelliste,Klasse,Gliederung,0
Wohlfahrtsverband,Betrieb,Konzept,0
Dienstgang,Dienst,Bezug,0
Unternehmen,Außendienst,Ortgang,0
Ausgabe,Schild,Geschwindigkeit,0
Dienstanweisung,Begriff,Konzeption,0
Fahrzeug,Land,Aufgabe,0
Science-fiction-roman,Leistung,Programm,0
Bestimmung,Lehrkraft,Personengruppe,0
Arbeit,Austauschjahr,Hausflur,0
Zweck,Deutschland,Berufstätigkeit,0
Reiseart,Dienstreise,Verkehrsmittel,0
Jahrhundert,Fahrtzweck,Gesellschaft,0
Reiseverkehrsmittel,Information,Konsequenz,0
Beschreibung,Klasse,Begriff,0
Außendienst,Ausgabe,Zielort,0
Verbreitung,Reiseart,Angelegenheit,0
Dienst,Abenteuer,Gesellschaft,0
Schweiz,Bestimmung,Person,0
Dienstgang,Richter,Mitteilung,0
Reiseform,Fahren,Erfahrungen,0
Arbeitsort,Arbeitgeber,Wille,0
Regelung,Ausgabe,Zeitpunkt,0
Schulfahrt,Fahrtzweck,Platz,0
Asien,Soldat,Eigenschaft,0
Eisenbahn,Erledigung,Betriebsstätte,0
Verb,Bahn,Betriebsstätte,0
Dienstreise,Fahrtenprogramm,Partnern,0
Vorschuss,Familie,Gelände,0
Dienstreise,Geschichte,Zeit,0
Bedeutung,Übernachtungskosten,Teil,0
Arbeitsgesetz,Mitreisen,Richtlinie,0
Reiseführer,Bahn,Organisation,0
Caritasverband,Schild,Bewegung,0
Schüler,Dienstgeschäft,Absicht,0
Reiseführer,Schild,Verbindung,0
Bahn,Übernachtungskosten,Planung,0
Land,Reiseart,Kanton,0
Erziehungszweck,Deutschland,Verfassung,0
Beurteilung,Arbeitspflicht,Position,0
Bestimmung,Dienst,Mensch,0
Schulbus,Arbeit,Liste,0
Bahn,Stelle,Bestandteil,0
Stelle,Schild,Richtlinie,0
Studienfahrt,Form,Position,0
Unternehmen,Reisegrund,Raum,0
Schulbusschild,Bestimmung,Satzteil,0
Soldat,Mensch,Moment,0
Außendienst,Woche,Endzustand,0
Regelung,Inselsberg,Taxon,0
Verbindung,Unterhaltungsbetrieb,Lebewesen,0
Lernen,Arbeitsstätte,Menge,0
Autor,Asien,Anstellung,0
Form,Monat,Grundeinheit,0
Lernen,Woche,Art,0
Schülerliste,Berg,Gasse,0
Wandererlass,Unterrichtsgang,Anweisung,0
Soldat,Reise,Bezug,0
Richter,Bestimmung,Ablauf,0
Stelle,Wohlfahrtsverband,Zeitabschnitt,0
Science-fiction-roman,Familie,Blatt,0
Schulprogramm,Unterrichtsgang,Geschehnis,0
Art,Nächtigungsgeld,Bestandteil,0
Landschulwoche,Dienstreise,Verkehr,0
Art,Dienstreise,Gegenwart,0
Verein,Information,Theorie,0
Zweck,Form,Aufzählung,0
Stelle,Mensch,Handlung,0
Richter,Mensch,Staat,0
Bestimmung,Tramper-bewegung,Gemütszustand,0
Teil,Zweck,Berufung,0
Stelle,Gesellschaft,Gesellschaft,0
Zeitaufwand,Geschichte,Taxon,0
Science-fiction-roman,Bundesland,Unternehmen,0
Asien,Kosten,Gerät,0
Science-fiction-roman,Dienstgeschäft,Wort,0
Bestimmung,Teil,Fahrzeug,0
Bahn,Form,Arbeit,0
Richtung,Zweck,Geld,0
Richter,Durchführung,Unternehmen,0
Privatwirtschaft,Nicht-schengen-staat,Liste,0
Schiff,Straßenverbindung,Berufung,0
Kraftfahrzeug,Transitstaat,Gericht,0
Literatur,Dienstreise,Austausch,0
Zweck,Richtung,Unternehmung,0
Unternehmen,Deutschland,Gebiet,0
Anfangphase,Bahn,Klasse,0
Tätigkeit,Ziel,Aktion,0
Studienfahrt,Beschreibung,Gasse,0
Bestimmung,Reisesicherheit,Fest,0
Hippie-generation,Kraftfahrzeug,Durchführung,0
Erziehungsarbeit,Transitstaat,Schicht,0
Deutschland,Ort,Schicht,0
Beförderungsklasse,Information,Konzeption,0
Arbeitsanweisung,Deutschland,Anordnung,0
Nielsen,Nicht-schengen-staat,Aufgabe,0
Form,Straßenverbindung,Personengruppe,0
Klassenfahrt,Regelarbeitszeit,Mittel,0
Berg,Asien,Zeitabschnitt,0
Tätigkeit,Form,Unternehmung,0
Schild,Verb,Energie,0
Richter,Betriebsausgabe,Partnern,0
Europa,Bestimmung,Berufstätigkeit,0
Autofahrer,Bahn,Werkzeug,0
Betrieb,Deutschland,Bekleidung,0
Roman,Verein,Laufen,0
Bedeutung,Organisation,Ausrichtung,0
Form,Schweiz,Position,0
Schiff,Reisekosten,Programm,0
Dienst,Reiseverkehr,Ziffer,0
Dienst,Richter,Fest,0
Zweck,Erziehungszweck,Betätigung,0
Mitreisen,Richtung,Fest,0
Schulverein,Unterrichtsgang,Veröffentlichung,0
Treffen,Zweck,Rechtsform,0
Arbeitsanweisung,Stelle,Bezug,0
Geld,Frauenfahrt,Betriebsamkeit,0
Monat,Mitnahme,Teil,0
Haustürgeschäft,Gastfamilie,Gasse,0
Information,Geschichte,Gasse,0
Arbeitgeber,Schule,Verein,0
Welt,Betriebsausgabe,Kanton,0
Richter,Geld,Ablauf,0
Dienstgang,Schulausflug,Zahlungsmittel,0
Verbreitung,Unterrichtsgang,Anstellung,0
Geschichte,Science-fiction-roman,Endzustand,0
Arbeit,Ausgabe,Realisierung,0
Zahl,Beförderungsklasse,Zustand,0
Bedeutung,Betrieb,Handlung,0
Art,Wegzeit,Folge,0
Unterhaltungsbetrieb,Bahn,Erdoberfläche,0
Fernflug,Beschreibung,Grundeinheit,0
Trivialschema,Linienverkehr,Verhältnis,0
Wiki-form,Roman,Tätigkeit,0
Dienstanweisung,Erziehungszweck,Erde,0
Roman,Haustürgeschäft,Bild,0
Beginn,Reiseart,Schicht,0
Programm,Eisenbahn,Vorgang,0
Klassenfahrt,Kontinent,Austausch,0
Dienst,Tätigkeit,Zahlungsmittel,0
Hochkulturschema,Fahrt,Betätigung,0
Wiki-form,Deutschland,Gemeinschaft,0
Dienstgang,Bahn,Verein,0
Nielsen,Interesse,Erdschicht,0
Erziehungszweck,Arbeitsort,Umgang,0
Arbeitsgesetz,Land,Bewegung,0
Weltreiseführer,Fahrer,Einheit,0
Roman,Welt,Kontinent,0
Bahn,Lernen,Ausgaben,0
Schule,Dienst,Ordnung,0
Mensch,August,Verbindung,0
Außendienst,Wiki-form,Lebewesen,0
Arbeitsleistung,Verb,Eigenschaft,0
Soldat,Information,Unternehmen,0
Trivialschema,Zweck,Staaten,0
Haustürgeschäft,Betrieb,Anstrengung,0
Anhalter,Familie,Platz,0
Reiseführer,Gesellschaft,Gesellschaft,0
Ausgabe,Information,Kanton,0
Klasse,Erziehungszweck,Aufwendung,0
Reise,Austauschjahr,Blatt,0
Einsatzorganisation,Pflicht,Gestalt,0
Art,Bestimmung,Erde,0
Bahn,Stelle,Reise,0
Sicherheit,Schiff,Wort,0
Dienstgeschäft,Fahrtkosten,Objekt,0
Dienstanweisung,Form,Betätigung,0
Dienst,Bedeutung,Konsequenz,0
Bestimmung,Programm,Erledigung,0
Eisenbahn,Unterhaltungsbetrieb,Monatsblutung,0
Unterrichtsgang,Vorphase,Verhalten,0
Aufenthalt,Reiseführer,Teil,0
Abgefahren,Reiseverkehr,Relation,0
Schiff,Regelung,Taxon,0
Science-fiction-roman,Frauenfahrt,Zeitpunkt,0
Österreich,Klasse,Raumzeit,0
Familie,Schild,Zahlungsmittel,0
Haustürgeschäft,Klasse,Programm,0
Transitstaat,Abenteuer,Art,0
Richtung,Arbeitszeit,Planung,0
Generation,Reiseverkehr,Erfahrungen,0
Außendienst,Reiseführer,Software,0
Art,Bezug,Wille,0
Schulbusschild,Jahrhundert,Zelle,0
Dienstanweisung,Verbrechen,Staat,0
Wohnung,Schülersammelliste,Konsequenz,0
Richtung,Beurteilung,Sternbild,0
Tramper-bewegung,Haustürgeschäft,Energie,0
Welt,Dienst,Truppenteil,0
Kraftfahrzeug,Reiseführer,Zahl,0
Reiseverkehr,Abenteuer,Zeitpunkt,0
Deutschland,Ausgabe,Eigenschaft,0
Land,Erledigung,Zelle,0
Familie,Gastschüler,Erdschicht,0
Bedeutung,Unterrichtsgang,Mensch,0
Monat,Form,Richtlinie,0
Ausgabe,Bedeutung,Zahlungsmittel,0
Asien,Ausgabe,Objekt,0
Anhalter,Interesse,Unternehmen,0
Schule,Schulwanderung,Software,0
Klassenfahrt,Erledigung,Theorie,0
Schule,Stelle,Phase,0
Deutschland,Arbeitsanweisung,Bedeutungen,0
Dienstreise,Verbindung,Verhalten,0
Weblink,Klasse,Kleidungsstück,0
Europa,Teil,Ermittlung,0
Wegzeit,Bedeutung,Gegenstand,0
Dienstgeschäft,Zweck,Personengruppe,0
Trivialschema,Übernachtung,Unternehmen,0
Dienstgeschäft,Dienstreise,Zeitpunkt,0
Reise,Abenteuer,Gegend,0
Geschichte,Fahrtkosten,Kontinent,0
Leistung,Weltumrundung,Stelle,0
Unterrichtsgang,Schild,Taxon,0
Außendienst,Durchführung,Ausscheidung,0
Zahl,Beurteilung,Laufen,0
Unternehmen,Fahrtzweck,Zeichen,0
Auslandreisen,Linienverkehr,Raumzeit,0
Fernflug,Wegzeit,Darstellung,0
Ort,Durchführung,Anweisung,0
Dienst,Mensch,Konzept,0
Kraftfahrer,Bedeutung,Kategorie,0
Dienstreise,Schulausflug,Wissenschaft,0
Geschichte,Weltreiseführer,Anordnung,0
Übernachtungskosten,Schweiz,Land,0
Leistung,Tag,Gruppe,0
Reiseführer,Mensch,Gruppe,0
Regelung,Dienst,Zahlungsmittel,0
Klasse,Übernachtungskosten,Austausch,0
Wagenklasse,Haustürgeschäft,Raum,0
Klassenfahrt,Richter,Verein,0
Welt,Organisation,Ausdruck,0
Eisenbahn,Schweiz,Phase,0
Wohnung,Fahrt,Gasse,0
Abenteuer,Wagenklasse,Gebiet,0
Einkommensteuergesetz,Beförderungsklasse,Zustand,0
Verbreitung,Unterhaltungsbetrieb,Angelegenheit,0
Arbeitsanweisung,Verein,Monatsblutung,0
Bestimmung,Abenteuer,Kontinent,0
Bahn,Ort,Gemütszustand,0
Tag,Eisenbahn,Menschen,0
Arbeitszeit,Kontinent,Domäne,0
Unternehmen,Kosten,Familie,0
Weltumrundung,Leistung,Raum,0
Jahrhundert,Nicht-schengen-staat,Gebiet,0
Dienstreise,Dienstgeschäft,Kleidungsstück,0
Dienstreiseverkehr,Mensch,Stelle,0
Ort,Stelle,Gegenwart,0
Dienstgeschäft,Transitstaat,Wille,0
Reiseführer,Arbeitszeit,Rechtsform,0
Tätigkeit,Dienst,Bestandteil,0
Autor,Frau,Schrift,0
Form,Bundesland,Aufwand,0
Weltreiseführer,Bedeutung,Bereich,0
Austauschreise,Familie,Plural,0
Eisenbahn,Mensch,Aufgabe,0
Welt,Dienstreise,Taxon,0
Bahn,Tramper-bewegung,Buch,0
Bedeutung,Gastfamilie,Buch,0
Dienstanweisung,Zweck,Zusammenhang,0
Bahn,Roman,Reise,0
Erziehungszweck,Geld,Energie,0
Trennungsgeld,Richter,Eltern,0
Arbeitsanweisung,Schiff,Gesellschaft,0
Wagenklasse,Schulreise,Werkzeug,0
Flug,Art,Buch,0
Anfangphase,Zahl,Element,0
Verein,Schweiz,Form,0
Transitstaat,Dienstanweisung,Eigenschaft,0
Österreich,Dienstanweisung,Gegend,0
Frau,Trivialschema,Anordnung,0
Unterhaltungsbetrieb,Studie,Vorstellung,0
Matura-reise,Bahn,Gesellschaft,0
Reiseart,Arbeitsanweisung,Möglichkeit,0
Mensch,Dienstreiseverkehr,Vorgang,0
Eisenbahn,Deutschland,Domäne,0
Kosten,Unterhaltungsbetrieb,Richtlinie,0
Schild,Band,Güte,0
Österreich,Roman,Buch,0
Bundesland,Land,Text,0
Freizeitverkehr,Betriebsausgabe,Verbundenheit,0
Mensch,Bahn,Austausch,0
Deutschland,Wandererlass,Staaten,0
Staat,Matura-reise,Bild,0
Wiki-form,Schild,Geld,0
Wagenklasse,Verb,Einkünfte,0
Musterschule,Dienstgeschäft,Kanton,0
Schülerfahrt,Europa,Betrieb,0
Außendienst,Schild,Geologie,0
Linienverkehr,Dienst,Verbindung,0
Million,Generation,Gerät,0
Bahn,Band,Folge,0
Geschichte,Dienstanweisung,Betätigung,0
Aufenthalt,Österreich,Liste,0
Ausgabe,Reise,Gesamtheit,0
Bahn,Teil,Bezug,0
Roman,Reiseführer,Arbeit,0
Dienstgeschäft,Betrieb,Ereignis,0
Österreich,Lehrkraft,Gewinn,0
Staat,Regelung,Kleidungsstück,0
Richter,Geschichte,Sinn,0
Bundesreisekostengesetz,Arbeitsanweisung,Territorium,0
Band,Zeit,Betrieb,0
Eisenbahn,Dienst,Abteilung,0
Betrieb,Bahn,Laufen,0
Tag,Arbeitsgesetz,Berufstätigkeit,0
Frauenfahrt,Rahmen,Angelegenheit,0
Deutschland,Bedeutung,Verbundenheit,0
Richter,Zweck,Grundeinheit,0
Arbeit,Aufenthalt,Verkehr,0
Regelarbeitszeit,Gastfamilie,Möglichkeit,0
Gastfamilie,Reiseverkehr,Satzteil,0
Gefährdungsbeurteilung,Fahrtenprogramm,Gewinn,0
Bundesreisekostengesetz,Soldat,Blatt,0
Bedeutung,Fahrtzweck,Regelmäßigkeit,0
Science-fiction-roman,Dienstanweisung,Teil,0
Reiseart,Bahn,Gesetz,0
Musterschule,Durchführung,Ortgang,0
Zweck,Englisch,Richtlinie,0
Jahrhundert,Schild,Abschnitt,0
Richter,Dienstreise,Software,0
Geschäftsreise,Regelleistung,Zeitspanne,0
Schild,Haustürgeschäft,Fest,0
Teil,Abgefahren,Verbundenheit,0
Gastfamilie,Reisedauer,Fahrzeug,0
Organisation,Lernen,Buch,0
Nielsen,Roman,Modell,0
Wohnung,Roman,Betriebsamkeit,0
Reiseführer,Deutschland,Realisierung,0
Unterweisung,Straßenverbindung,Laufen,0
Wiki-form,Unterrichtsgang,Ziffer,0
Zweck,Form,Unternehmung,0
Land,Auto,Absicht,0
Soldat,Organisation,Gliederung,0
Science-fiction-roman,Bahn,Veranstaltung,0
Außendienst,Bedeutung,Einheit,0
Arbeitsort,Schule,Kontinent,0
Arbeitsanweisung,Schülerliste,Stelle,0
Wohnung,Schulwanderung,Bezeichnung,0
Frauenfahrt,Pflicht,Modell,0
Unternehmen,Erziehungszweck,Klassifikation,0
Stelle,Dienst,Wille,0
Klassenfahrt,Regelung,Anordnung,0
Schule,Lehrkraft,Gelände,0
Klassenfahrt,Ort,Unternehmen,0
Schülersammelliste,Reiseführer,Verein,0
Sicherheit,Kontinent,Anstrengung,0
Erziehungszweck,Schulprogramm,Zeitraum,0
Verein,Schulbusschild,Stelle,0
Dienstgang,Außendienst,Aufgabe,0
Dienstgeschäft,Englisch,Beschreibung,0
Grund,Übernachtungskosten,Absicht,0
Schild,Reisesicherheit,Kategorie,0
Schweiz,Außendienst,Staat,0
Organisation,Fahrtzweck,Bekleidung,0
Bezug,Arbeitsanweisung,Disziplin,0
Milliarde,Bahn,Konzeption,0
Roman,Reiseform,Zeitspanne,0
Welt,Pflicht,Durchführung,0
Weblink,Soldat,Anordnung,0
Klasse,Bahn,Reise,0
Richter,Reiseform,Arbeit,0
Frauenfahrt,Bahn,Energie,0
Fahrtzweck,Bahn,Zustand,0
Stelle,Zweck,Reise,0
Kontinent,Zeitaufwand,Umgang,0
Österreich,Europa,Text,0
Bestimmung,Schild,Vorgang,0
Lernen,Dienstgang,Berufung,0
Studienfahrt,Ort,Stätte,0
Wagenklasse,Kraftfahrzeug,Wille,0
Erledigung,Zweck,Bezeichnung,0
Welt,Autor,Zahl,0
Roman,Bedeutung,Relation,0
Verb,Eisenbahn,Ermittlung,0
Unterrichtsgang,Kraftfahrzeug,Raum,0
Gruppe,Mensch,Ablauf,0
Art,Reiseführer,Aufgabe,0
Eisenbahn,Mensch,Raum,0
Tramp,Familie,Abbildung,0
Lernen,Schild,Bestimmung,0
Schulfahrt,Organisation,Energie,0
Beförderungsklasse,Verb,Gegenwart,0
Land,Einkommensteuergesetz,Absicht,0
Information,Durchführung,Verzeichnis,0
Deutschland,Linienverkehr,Ergebnis,0
Ausgabe,Mensch,Unternehmen,0
Schild,Teil,Konsequenz,0
Stelle,Wiki-form,Unternehmen,0
Haustürgeschäft,Eisenbahn,Wissenschaft,0
Hauptmotivation,Österreich,Verkehrsmittel,0
Reiseform,Arbeitsanweisung,Austausch,0
Übernachtung,Reiseführer,Gesetz,0
Schild,Trennungsgeld,Gericht,0
Science-fiction-roman,Familie,Ermittlung,0
Reiseziel,Schulverein,Berufung,0
Band,Unterrichtsgang,Partnern,0
Dienstanweisung,Bestimmung,Realisierung,0
Soldat,Familie,Konzept,0
Erziehungsarbeit,Übernachtungskosten,Relation,0
Reiseführer,Außendienst,Anstrengung,0
Schüler,Schild,Gruppe,0
Weltreiseführer,Geschichte,Rechtsform,0
Bahn,Österreich,Aufzählung,0
Bundesreisekostengesetz,Haustürgeschäft,Zustand,0
Schulverein,Motivation,Ziffer,0
Ausgabe,Dienstanweisung,Aufgabe,0
Linienverkehr,Information,Fest,0
Monat,Bundesland,Staat,0
Arbeit,Reiseverkehr,Aufgabe,0
Fahrtkosten,Zweck,Staat,0
Musterschule,Gefährdungsbeurteilung,Plural,0
Organisation,Österreich,Laufen,0
Teil,Abenteuer,Vorgang,0
Klasse,Erziehungszweck,Wechsel,0
Wohnung,Dienstgang,Aufwendung,0
Reiseverkehr,Zweck,Bestimmung,0
Richter,Mensch,Software,0
Österreich,Gastfamilie,Programm,0
Weltreiseführer,Dauer,Kategorie,0
Transitstaat,Schild,Wort,0
Geschichte,Hochkulturschema,Blatt,0
Schülerfahrt,Bundesreisekostengesetz,Geschehnis,0
Arbeitsstätte,Forschungsweltreise,Geschäft,0
Dienst,Bürger,Veränderung,0
Klasse,Unterrichtsveranstaltung,Berufstätigkeit,0
Arbeitsleistung,Reiseverkehr,Zeitspanne,0
Hochkulturschema,Linienverkehr,Bestimmung,0
Hippie-bewegung,Dienstreiseverkehr,Unternehmen,0
Bahn,Stelle,Gesamtheit,0
Werbungskosten,Deutschland,Regelmäßigkeit,0
Schulbusschild,Richter,Aufwendung,0
Austauschjahr,Bahn,Eigenschaft,0
Dienst,Wohnung,Wille,0
Bundesland,Fahrt,Bezug,0
Asien,Schule,Veranstaltung,0
Unternehmen,Einkommensteuergesetz,Territorium,0
Transportmittel,Unternehmen,Staat,0
Unterrichtsgang,Wiki-form,Veränderung,0
Schild,Geschichte,Wille,0
Erziehungszweck,Reiseart,Bestimmung,0
Bürger,Klassenfahrt,Geschehnis,0
Richter,Verein,Betriebsstätte,0
Anfangphase,Reisegrund,Taxon,0
Unternehmen,Unterrichtsgang,Taxon,0
Erledigung,Werbungskosten,Bedeutungen,0
Fernflug,Aufenthalt,Gebiet,0
Regelung,Verb,Einrichtung,0
Regelarbeitszeit,Österreich,Zahl,0
Wagenklasse,Unterrichtsgang,Stück,0
Fahrtzweck,Gastschüler,Ordnung,0
Anhalter,Fahrtkosten,Geologie,0
Unterrichtsgang,Mensch,Gemeinschaft,0
Verb,Zweck,Sternbild,0
Fahrer,Information,Gemeinschaft,0
Zweck,Mensch,Software,0
Jahr,Strandaufenthalt,Aufwand,0
Autofahrer,Dienstgang,Form,0
Ausgabe,Frauenfahrt,Schrift,0
Richtung,Dienstgang,Zusammenhang,0
Fernflug,Arbeitsanweisung,Land,0
Schild,Form,Zelle,0
Arbeitsanweisung,Gastfamilie,Hausflur,0
Übernachtungskosten,Aufenthalt,Art,0
Flug,Form,Abbildung,0
Verbindung,Woche,Teil,0
Unternehmen,Information,Betriebsstätte,0
Verbreitung,Schülerfahrt,Inhalt,0
Familie,Arbeitgeber,Ausscheidung,0
Einsatzorganisation,Jahrhundert,Geschehnis,0
Studienfahrt,Schulverein,Zelle,0
Fahrt,Schulbus,Wert,0
Tätigkeit,Auto,Sprache,0
Information,Land,Bezug,0
Eisenbahn,Treffen,Ausscheidung,0
Land,Reisesicherheit,Wille,0
Welt,Zweck,Teileinheit,0
Arbeitsanweisung,Asien,Modell,0
Reiseführer,Sicherheit,Verfassung,0
Bedeutung,Werbungskosten,Anstellung,0
Unterweisung,Bestandteil,Ausrichtung,0
Schulbusschild,Jahr,Geld,0
Regelarbeitszeit,Schulprogramm,Liste,0
Bahn,Frau,Verwendungszweck,0
Asien,Fahrtzweck,Programm,0
Roman,Reiseart,Blatt,0
Land,Hochkulturschema,Zielort,0
Schulprogramm,Band,Erfahrungen,0
Fahrt,Familie,Kleidungsstück,0
Passen,Zweck,Moment,0
Fahrtzweck,Band,Veranstaltung,0
Kosten,Regelung,Position,0
Verbrechen,Unterrichtsveranstaltung,Ausrichtung,0
Leistung,Bedeutung,Land,0
Information,Familie,Laufen,0
Auto,Dienstgang,Mittel,0
Zweck,Hochkulturschema,Raum,0
Reiseführer,Bezug,Anstellung,0
Ausgabe,Arbeitsgesetz,Gesetz,0
Arbeit,Auswärtstätigkeit,Laufen,0
Geschichte,Betriebsausgabe,Ausgaben,0
Abi-reise,Erholung,Sternbild,0
Trampertreffen,Familie,Territorium,0
Grund,Verb,Anstellung,0
Vorphase,Tag,Gewinn,0
Bundesreisekostengesetz,Flug,Aufzählung,0
Trivialschema,Arbeitsanweisung,Arbeit,0
Mensch,Unternehmen,Gliederung,0
Betrieb,Generation,Regelmäßigkeit,0
Dienstreise,Treffen,Geld,0
Bahn,Eisenbahn,Wille,0
Weltreiseführer,Berg,Erdteil,0
Kraftfahrzeug,Bestimmung,Verbindung,0
Bahn,Familie,Berufung,0
Science-fiction-roman,Beförderungsklasse,Aufbau,0
Reiseführer,Sicherheit,Bezeichnung,0
Prestigemotivation,Wiki-form,Gegend,0
Beförderungsklasse,Erziehungszweck,Gelände,0
Zweck,Unterrichtsgang,Ablauf,0
Arbeitgeber,Beschreibung,Anstrengung,0
Stelle,Zweck,Domäne,0
Weltreiseführer,Schulbusschild,Energie,0
Deutschland,Einkommensteuergesetz,Durchführung,0
Sicherheit,Regelung,Veröffentlichung,0
Programm,Trennungsgeld,Schicht,0
Schild,Werbungskosten,Grundeinheit,0
Wegzeit,Klasse,Arbeit,0
Science-fiction-roman,Woche,Land,0
Reisen,Asien,Verkehrsmittel,0
Arbeitgeber,Klasse,Angelegenheit,0
Schulveranstaltung,Fahren,Verhältnis,0
Verbindung,Frauenfahrt,Ausdruck,0
Familie,Kraftfahrzeug,Geologie,0
Verbreitung,Bahn,Verbindung,0
Schulprogramm,Nicht-schengen-staat,Fahrzeug,0
Betrieb,Schülersammelliste,Vermögen,0
Weltreiseführer,Schüler,Wechsel,0
Abi-reise,Schulbusschild,Bezug,0
Unterrichtsgang,Linienverkehr,Gemütszustand,0
Literatur,Hippie-bewegung,Bestandteil,0
Jahrhundert,Ziel,Zeitpunkt,0
Treffen,Deutschland,Theorie,0
Fahrtzweck,Mediumeninteresse,Ausdruck,0
Richtung,Tramp,Hausflur,0
Bedeutung,Eisenbahn,Eltern,0
Betriebsausgabe,Autor,Wechsel,0
Hippie-generation,Außendienst,Raumzeit,0
Reiseführer,Information,Kontinent,0
Arbeitszeit,Fahrt,Fortbewegung,0
Land,Schule,Aufwendung,0
Schweiz,Geschichte,Eltern,0
