term1,term2,related
Einkommensteuergesetz,Richtung,1
Dienstgang,Wohnung,1
Arbeit,Gruppe,1
Begriff,Milliarde,1
Form,Reiseführer,1
Fahrtkosten,Ort,1
Schülerliste,Dienstreise,1
Arbeitsgesetz,Unterhaltungsbetrieb,1
Wiki-form,Grund,1
Regelleistung,Dienststelle,1
Programm,Schülersammelliste,1
Wohnsitzstaat,Kosten,1
Schülerfahrt,Aufenthalt,1
Motivation,Dienstreise,1
Form,Verb,1
Schulprogramm,Wegzeit,1
Studienfahrt,Arbeit,1
Fahrtenprogramm,Inselsberg,1
Linienverkehr,Schiff,1
Dienst,Arbeitsanweisung,1
Dienstreiseverkehr,Bestandteil,1
Arbeit,Reiseverkehrsmittel,1
Reiseverkehr,Zahl,1
Transitstaat,Vorschuss,1
Trennungsgeld,Kosten,1
Nicht-schengen-staat,Auto,1
Betriebsausgabe,Fahrer,1
Teil,Bundesland,1
Arbeit,Transportmittel,1
Übernachtungskosten,Eisenbahn,1
Weltreiseführer,Gastfamilie,1
Wohnsitzstaat,Wegzeit,1
Schulbusschild,Bestimmung,1
Frauenfahrt,Rahmen,1
Fahrt,Bahn,1
Kilometergeld,Schweiz,1
Zeit,Deutschland,1
Reisegrund,Unternehmen,1
Bundesreisekostengesetz,Treffen,1
Arbeitsgesetz,Einsatzorganisation,1
Zeit,Inselsberg,1
Fahrtenprogramm,Reiseverkehrsmittel,1
Jahr,Gefährdungsbeurteilung,1
Fahrtzweck,Schülerliste,1
Wagenklasse,Dienstanweisung,1
Nächtigungsgeld,Unterhaltungsbetrieb,1
Betriebsausgabe,Beurteilung,1
Bundesreisekostengesetz,Arbeit,1
Erziehungsarbeit,Ziel,1
Wagenklasse,Regelung,1
Einsatzorganisation,Reiseart,1
Wohnsitzstaat,Musterschule,1
Programm,Jahrhundert,1
Frauenfahrt,Reiseführer,1
Geschichte,Bezug,1
Anfangphase,Außendienst,1
Familie,Bestimmung,1
Einzelbeschreibung,Verein,1
Fahrtenprogramm,Milliarde,1
Form,Unterrichtsgang,1
Reiseverkehr,Einsatzorganisation,1
Studienfahrt,Hippie-bewegung,1
Schulverein,Dienstgang,1
Schulreise,Reise,1
Reiseform,Caritasverband,1
Schulprogramm,Woche,1
Haustürgeschäft,Schiff,1
Übernachtungskosten,Wagenklasse,1
Frauenfahrt,Verb,1
Fahrtzweck,Hochkulturschema,1
Nächtigungsgeld,Leistung,1
Reiseform,Beginn,1
Programm,Familie,1
Arbeitsgesetz,Unternehmen,1
Kosten,Europa,1
Lernen,Durchführung,1
Tätigkeit,Erledigung,1
Rahmen,Geschichte,1
Arbeitszeit,Richter,1
Reiseführer,Gruppe,1
Prestigemotivation,Reiseführer,1
Einkommensteuergesetz,Sicherheit,1
Programm,Deutschland,1
Fahrtzweck,Interesse,1
Dienstgeschäft,Soldat,1
Arbeitszeit,Weltreiseführer,1
Transitstaat,Kontinent,1
Integrationsmilieu,Treffen,1
Musterschule,Land,1
Studienfahrt,Deutschland,1
Reiseverkehr,Tramper-bewegung,1
Wiki-form,Arbeitsleistung,1
Haustürgeschäft,Einzelbeschreibung,1
Nicht-schengen-staat,Bundesland,1
Schild,Dienstgang,1
Reiseführer,Thema,1
Trennungsgeld,Art,0
Roman,Schulbus,0
Österreich,August,0
Reisekosten,Auswärtstätigkeit,0
Inselsberg,Transportmittel,0
August,Pflicht,0
Kosten,Bedeutung,0
Weltreiseführer,Schülerfahrt,0
Geschichte,Information,0
Bestimmung,Schüler,0
Zeit,Anhalter,0
Land,Stelle,0
Bedeutung,Dienststätte,0
Verbrechen,Bestimmung,0
Geschäftsreise,Kosten,0
Familie,Soldat,0
Information,Übernachtungskosten,0
Schulbus,Wiki-form,0
Austauschjahr,Science-fiction-roman,0
Unternehmen,Aufenthalt,0
Werbungskosten,Vorphase,0
Nielsen,Hochphase,0
Schulwanderung,Erziehungsarbeit,0
Ort,Einkommensteuergesetz,0
Richter,Reiseart,0
Bestimmung,Geschichte,0
Geschichte,Mitnahme,0
Passen,Fahren,0
Richtung,Kraftfahrer,0
Aufenthalt,Arbeitsgesetz,0
Wohnung,Grund,0
Kraftfahrzeug,Dienstreise,0
Aufenthalt,Einsatzorganisation,0
Unternehmen,Beginn,0
Erholung,Schulverein,0
Flug,Österreich,0
Auslandreisen,Zweck,0
Ausgabe,Kontinent,0
Richter,Soldat,0
Haustürgeschäft,Anfangphase,0
Dienststelle,Arbeitgeber,0
Eisenbahn,Ziel,0
Grund,Schülerliste,0
Unterrichtsgang,Information,0
Ziel,Bahn,0
Jahrhundert,Strandaufenthalt,0
Deutschland,Arbeit,0
Woche,Science-fiction-roman,0
Grund,Wohlfahrtsverband,0
Hauptmotivation,Hochkulturschema,0
Hippie-bewegung,Reiseführer,0
Dienstanweisung,Roman,0
Schulfahrt,Personenverkehrsaufwand,0
Fahrer,Flug,0
Sicherheit,Reisegrund,0
Literatur,Soldat,0
Science-fiction-roman,Österreich,0
Erziehungsarbeit,Asien,0
Lehrkraft,Erziehungsarbeit,0
Verb,Richtung,0
Schweiz,Mensch,0
Eisenbahn,Stelle,0
Betriebsausgabe,Hippie-generation,0
Weltumrundung,Werbungskosten,0
Haustürgeschäft,Monat,0
Eisenbahn,Unterrichtsgang,0
Abi-reise,Deutschland,0
Bahn,Monat,0
Band,Art,0
Dienstreiseverkehr,Beschreibung,0
Wohnung,Abgefahren,0
Asien,Verein,0
Reiseart,Organisation,0
Trivialschema,Richter,0
Österreich,Hippie-bewegung,0
Anfangphase,Dauer,0
Erledigung,Bahn,0
Richter,Deutschland,0
Regel,Erziehungsarbeit,0
Geschichte,Auto,0
Eisenbahn,Beurteilung,0
Tramper-bewegung,Schild,0
Dienstgeschäft,Mensch,0
Schulveranstaltung,Kraftfahrer,0
Rahmen,Treffen,0
Unterhaltungsbetrieb,Deutschland,0
Unterrichtsgang,Kraftfahrzeug,0
Auswärtstätigkeit,Schulverein,0
Organisation,Bürger,0
Einzelbeschreibung,Bundesland,0
Betrieb,Art,0
Erziehungsarbeit,Dienststätte,0
Richter,Bedeutung,0
Rahmen,Nielsen,0
Kraftfahrzeug,Deutschland,0
Rahmen,Frau,0
Bürger,Erziehungsarbeit,0
Stelle,Million,0
Lernen,Roman,0
Deutschland,Hippie-bewegung,0
Österreich,Unternehmen,0
Gastfamilie,Lernen,0
Arbeitsstätte,Verein,0
Schiff,Privatwirtschaft,0
Zahl,Dienstreise,0
Mensch,Begriff,0
Österreich,Betriebsausgabe,0
Arbeit,Deutschland,0
Austauschreise,Regelung,0
Dienstreise,Bedeutung,0
Teil,Europa,0
Bahn,Fernflug,0
August,Bundesreisekostengesetz,0
Mensch,Strandaufenthalt,0
Autofahrer,Mensch,0
Asien,Kraftfahrzeug,0
Familie,Erziehungsarbeit,0
Schulwanderung,Reiseführer,0
Kennenlernen,Reiseart,0
Tag,Reiseart,0
Band,Verbrechen,0
Richtung,Land,0
Bestimmung,Arbeitgeber,0
Fernflug,Programm,0
Dienstgang,Fahrer,0
Geschäftsreise,Aufenthalt,0
Hochkulturschema,Betrieb,0
Kontinent,Grund,0
Weltreiseführer,Reisekosten,0
Form,Fahrtkosten,0
Klassenfahrt,Asien,0
Weblink,Bedeutung,0
Erledigung,Jahrhundert,0
Reiseform,Einzelbeschreibung,0
Anhalter,Kraftfahrzeug,0
Schulfahrt,Passen,0
Verein,Vorphase,0
Dienstreise,Tag,0
Tramp,Werbungskosten,0
Information,Mitreisen,0
Außendienst,Asien,0
Asien,Art,0
Österreich,Verbreitung,0
Reiseart,Grund,0
Tätigkeit,Reiseführer,0
Stelle,Auto,0
Arbeitsstätte,Eisenbahn,0
Lernen,Caritasverband,0
Unternehmen,Asien,0
Verb,Erledigung,0
Mitfahren,Schulprogramm,0
Bezug,Bestandteil,0
Hippie-bewegung,Monat,0
Transportmittel,Bahn,0
Tag,Verein,0
Reisen,Eisenbahn,0
Arbeitsstätte,Land,0
Dienstanweisung,Tramper-bewegung,0
Kontinent,Caritasverband,0
Unterrichtsgang,Taggeld,0
Bestimmung,Sicherheitsregel,0
Zeit,Europa,0
Unternehmen,Verein,0
Transportmittel,Land,0
Unternehmen,Mensch,0
Wohnung,Dienstanweisung,0
Ziel,Abenteuer,0
Österreich,Dienst,0
Kraftfahrzeug,Sicherheit,0
Reisekosten,Autofahrer,0
Schülerfahrt,Fahrtenprogramm,0
Mensch,Dienststelle,0
Bestimmung,Straßenverbindung,0
Teil,Unterrichtsgang,0
Auto,Richter,0
Deutschland,Eisenbahn,0
Information,Tag,0
Austauschjahr,Tramper-bewegung,0
Rechtsbegriff,Haustürgeschäft,0
Hippie-bewegung,Familie,0
Sicherheit,Dienstreise,0
Sicherheit,Dienst,0
Gastfamilie,Privatwirtschaft,0
Verb,Europa,0
Klasse,Englisch,0
Bahn,Tramper-bewegung,0
Reisekosten,Information,0
Bestimmung,Hauptmotivation,0
Reisesicherheit,Unternehmen,0
Beschreibung,Dienstgang,0
Dienststelle,Bundesland,0
Auswärtstätigkeit,Reiseführer,0
Weltumrundung,Unternehmen,0
Soldat,Fahrtkosten,0
Ziel,Unterrichtsgang,0
Schulwanderung,Reisegrund,0
Wohnsitzstaat,Flug,0
Beschreibung,Bestimmung,0
Dienstgang,Privatwirtschaft,0
Bundesland,Information,0
Fahrtkosten,Reiseführer,0
Mitfahren,Reiseart,0
Dienstreise,Kraftfahrzeug,0
Eisenbahn,Anfangphase,0
Unterhaltungsbetrieb,Hauptmotivation,0
Austauschreise,Österreich,0
Zahl,Österreich,0
Beschreibung,Grund,0
Arbeitsstätte,Hochkulturschema,0
Kontinent,Haustürgeschäft,0
Dienstgang,Ziel,0
Bezug,Grund,0
Abenteuer,Richter,0
Dienstgang,Teil,0
Einsatzorganisation,Anfangphase,0
Erholung,Verbrechen,0
Transportmittel,Literatur,0
Forschungsweltreise,Unterrichtsgang,0
Taggeld,Jahrhundert,0
Milliarde,Bestimmung,0
Weltreiseführer,Fahren,0
Land,Woche,0
Arbeitgeber,Kontinent,0
Information,Band,0
Fahrtenprogramm,Freizeitverkehr,0
Ziel,Richter,0
Organisation,Kosten,0
Europa,Reiseart,0
Dienstgeschäft,Sicherheit,0
Deutschland,Science-fiction-roman,0
Deutschland,Durchführung,0
Abenteuer,Wohlfahrtsverband,0
Geschichte,Arbeit,0
Passen,Teil,0
Durchführung,Österreich,0
Hochkulturschema,Arbeit,0
Arbeitgeber,Reiseart,0
Mitreisen,Weltreiseführer,0
Gruppe,Klassenfahrt,0
Geld,Woche,0
Tag,Erledigung,0
Tramper-bewegung,Familie,0
Teil,Land,0
Kontinent,Kraftfahrzeug,0
Familie,Information,0
Fahrtzweck,Werbungskosten,0
Fernflug,Dienstgang,0
Fahrtkosten,Abi-reise,0
Tätigkeit,Schweiz,0
Richter,Verbreitung,0
Band,Dienstreise,0
Tramp,Verb,0
Asien,Einzelbeschreibung,0
Monat,Bahn,0
Bestimmung,Werbungskosten,0
Teil,Weltreise,0
Austauschreise,Außendienst,0
Autor,Roman,0
Schule,Wandererlass,0
Mensch,Geschichte,0
Lernen,Wiki-form,0
Klassenfahrt,Trivialschema,0
Grund,Frau,0
Grund,Auto,0
Nielsen,Straßenverbindung,0
Haustürgeschäft,Österreich,0
Land,Schülersammelliste,0
Dauer,Bundesland,0
Generation,Reiseführer,0
Abenteuer,Jahrhundert,0
Schülerliste,Arbeitsleistung,0
Bahn,Abi-reise,0
Rahmen,Wohlfahrtsverband,0
Passen,Fahrtzweck,0
Austauschjahr,Richter,0
Organisation,Europa,0
Arbeitszeit,Beschreibung,0
Aufenthalt,Flug,0
Richter,Hochkulturschema,0
August,Hochkulturschema,0
Mensch,Abenteuer,0
Weltumrundung,Band,0
Wohnsitzstaat,Reise,0
Arbeitsstätte,Autor,0
Reiseführer,Unterhaltungsbetrieb,0
Fahrer,Lehrkraft,0
Weltreiseführer,Europa,0
Autor,Familie,0
Familie,Hippie-generation,0
Trivialschema,Austauschjahr,0
Monat,Dienstreise,0
Unterhaltungsbetrieb,Band,0
Linienverkehr,Fahren,0
Geschichte,Motivation,0
Deutschland,Unterhaltungsbetrieb,0
Bedeutung,Organisation,0
Monat,Bedeutung,0
Weltreiseführer,Vorschuss,0
Austauschjahr,Familie,0
Strandaufenthalt,Ausgabe,0
Betriebsstätte,Aufenthalt,0
Reisen,Art,0
Regelung,Autor,0
Hippie-bewegung,Weltumrundung,0
Weblink,Grund,0
Hippie-bewegung,Ort,0
Stelle,Lernen,0
Außendienst,Geschäftsreise,0
Dienstreise,Beschreibung,0
Verb,Schiff,0
Hippie-bewegung,Verb,0
Arbeitgeber,Straßenverbindung,0
Schild,Arbeitspflicht,0
Literatur,Erledigung,0
Tramper-bewegung,Einzelbeschreibung,0
Hochkulturschema,Kontinent,0
Bahn,Klassenfahrt,0
Dienstreise,Hochkulturschema,0
Richter,Werbungskosten,0
Mensch,Eisenbahn,0
Abenteuer,Nächtigungsgeld,0
Verbreitung,Flug,0
Unterhaltungsbetrieb,Beurteilung,0
Asien,Aufenthalt,0
Unternehmen,Fahrtkosten,0
Geschichte,Aufenthalt,0
Kennenlernen,Wegzeit,0
Arbeitgeber,Teil,0
Gastfamilie,Pflicht,0
Information,Schiff,0
Reiseführer,Durchführung,0
Bestandteil,Passen,0
Beginn,Ewr-bürger,0
Unternehmen,Bundesland,0
Bahn,Schiff,0
Interesse,Gruppe,0
Wohlfahrtsverband,Abi-reise,0
Tag,Schulverein,0
Berg,Information,0
Jahrhundert,Auto,0
Geschichte,Zahl,0
Europa,Verb,0
Arbeitsanweisung,Flug,0
Geschäftsreise,Arbeitsort,0
Hippie-bewegung,Schulprogramm,0
Studie,Familie,0
Abi-reise,Ort,0
Landschulwoche,Reiseverkehrsmittel,0
Arbeitsort,Arbeitgeber,0
Österreich,Stelle,0
Hippie-bewegung,Matura-reise,0
Stelle,Frau,0
Lernen,Richter,0
Frau,Tätigkeit,0
Auto,Wiki-form,0
Kraftfahrzeug,Unterweisung,0
Nielsen,Grund,0
Tramper-bewegung,Wohnung,0
Erledigung,Aufenthalt,0
Zweck,Schulausflug,0
Autofahrer,Bedeutung,0
Wiki-form,Bundesland,0
Reiseart,Eisenbahn,0
Teil,Aufwand,0
Kraftfahrer,Dienstreise,0
Schild,Monat,0
Anhalter,Arbeitsanweisung,0
Kontinent,Abi-reise,0
Kraftfahrzeug,Beschreibung,0
Betrieb,Sicherheit,0
Asien,Hochphase,0
Teil,Autor,0
Unternehmen,Stelle,0
Arbeitszeit,Hippie-bewegung,0
Übernachtungskosten,Tätigkeit,0
Gefährdungsbeurteilung,Dienstreiseverkehr,0
Monat,Organisation,0
Kraftfahrer,Bahn,0
Kontinent,Tramper-bewegung,0
Grund,Flug,0
Beginn,Deutschland,0
Grund,Dienstanweisung,0
Jahrhundert,Studie,0
Autofahrer,Land,0
Schiff,Verbrechen,0
Aufenthalt,Berg,0
Rahmen,Reiseführer,0
Kosten,Vorschuss,0
Autofahrer,Fahrt,0
Grund,Monat,0
Arbeitsgesetz,Schülerfahrt,0
Werbungskosten,Einsatzorganisation,0
Erledigung,Verbindung,0
Band,Geschäftsreise,0
Stelle,Welt,0
Grund,Reiseziel,0
Welt,Beginn,0
Unternehmen,Kraftfahrer,0
Dienstanweisung,Auslandreisen,0
Weblink,Abenteuer,0
Betrieb,Gastfamilie,0
Erledigung,Verein,0
Million,Roman,0
Schulwanderung,Geschichte,0
Anhalter,Jahrhundert,0
Flug,Ziel,0
Stelle,Band,0
Ziel,Asien,0
Bürger,Gesellschaft,0
Austauschreise,Tätigkeit,0
Stelle,Privatwirtschaft,0
Bezug,Motivation,0
Dienststelle,Gastfamilie,0
Weltumrundung,Stelle,0
Tag,Auto,0
Dienstanweisung,Österreich,0
Bestimmung,Trivialschema,0
Unterrichtsgang,Gruppe,0
Kontinent,Anhalter,0
Tag,Mensch,0
Nielsen,Schulbusschild,0
Betrieb,Bezug,0
Reisegrund,Haustürgeschäft,0
Bedeutung,Arbeitsanweisung,0
Ort,Zeitaufwand,0
Kilometergeld,Tätigkeit,0
Reisekosten,Nielsen,0
Landschulwoche,Privatwirtschaft,0
Erledigung,Familie,0
Arbeitsstätte,Welt,0
Arbeitsgesetz,Deutschland,0
Verb,Verbreitung,0
Lernen,Gastfamilie,0
Schulwanderung,Auto,0
Fahrtkosten,Gruppe,0
Bahn,Jahrhundert,0
Transportmittel,Kraftfahrer,0
Unterrichtsgang,Bedeutung,0
Dienstanweisung,Geschichte,0
Übernachtungskosten,Form,0
Betriebsstätte,Schulprogramm,0
Nielsen,Fahrtzweck,0
Unternehmen,Anhalter,0
Haustürgeschäft,Kosten,0
Einzelbeschreibung,Bedeutung,0
Verbrechen,Unternehmen,0
Welt,Abenteuer,0
Abenteuer,Schülersammelliste,0
Roman,Bedeutung,0
Verb,Land,0
Beförderungsklasse,Geld,0
Frau,Sicherheit,0
Abenteuer,Verb,0
Autofahrer,Fahrtkosten,0
Richter,Trampertreffen,0
Europa,Klassenfahrt,0
Stelle,Land,0
Hippie-bewegung,Schulveranstaltung,0
Klassenfahrt,Dienstanweisung,0
Flug,Außendienst,0
Einsatzorganisation,Regelung,0
Österreich,Reisekosten,0
Tätigkeit,Richter,0
Land,Dienstanweisung,0
Dienstgeschäft,Auto,0
Schulprogramm,Arbeitsgesetz,0
Trivialschema,Kosten,0
Hippie-bewegung,Autofahrer,0
Betrieb,Wohlfahrtsverband,0
Aufenthalt,Eisenbahn,0
Gastfamilie,Unternehmen,0
Literatur,Richter,0
Eisenbahn,Arbeitsanweisung,0
Richter,Organisation,0
Weltreiseführer,Milliarde,0
Grund,Hippie-bewegung,0
Schild,Mitfahren,0
Reisegrund,Fahrtkosten,0
Transportmittel,Arbeitsanweisung,0
Schild,Asien,0
Bahn,Richter,0
Straßenverbindung,Bestimmung,0
Fernflug,Regelleistung,0
Information,Geschichte,0
Europa,Kraftfahrzeug,0
Erledigung,Betriebsausgabe,0
Strandaufenthalt,Weltreiseführer,0
Einkommensteuergesetz,Weblink,0
Schweiz,Ziel,0
Reiseführer,Tätigkeit,0
Bahn,Ewr-bürger,0
Dienstgeschäft,Zahl,0
Österreich,Auslandreisen,0
Regelung,Dauer,0
Österreich,Erziehungsarbeit,0
Schulbusschild,Schulausflug,0
Richter,Schulreise,0
Verbrechen,Information,0
Arbeit,Geschichte,0
Erziehungsarbeit,Fernflug,0
Kontinent,Vorschuss,0
Reisegrund,Art,0
Unterrichtsgang,Verbrechen,0
Fahrtkosten,Bedeutung,0
Werbungskosten,Form,0
Information,Bahn,0
Dienstgeschäft,Dienstgang,0
Information,Strandaufenthalt,0
Werbungskosten,Bedeutung,0
Teil,Caritasverband,0
Flug,Durchführung,0
Teil,Wohnung,0
Haustürgeschäft,Land,0
Abenteuer,Mensch,0
Information,Kosten,0
Kosten,Treffen,0
Betriebsausgabe,Klassenfahrt,0
Arbeitsanweisung,Kosten,0
Studienfahrt,Dienststelle,0
Verb,Austauschjahr,0
Weltreiseführer,Hochkulturschema,0
Regelung,Stelle,0
Hochphase,Million,0
Land,Regelung,0
Geschäftsreise,Regelarbeitszeit,0
Auto,Treffen,0
Richtung,Kontinent,0
Asien,Dienst,0
Familie,Asien,0
Fahrtkosten,Unternehmen,0
Deutschland,Dienstanweisung,0
Arbeitgeber,Pflicht,0
Privatwirtschaft,Weltreise,0
Berg,Auto,0
Roman,Kontinent,0
Hochkulturschema,Richtung,0
Freizeitverkehr,Reisegrund,0
Stelle,Vorschuss,0
Passen,Bahn,0
Nielsen,Kraftfahrzeug,0
Flug,Wohlfahrtsverband,0
Verbreitung,Kosten,0
Verbrechen,Bahn,0
Werbungskosten,Reiseform,0
Reisekosten,Arbeitsanweisung,0
Taggeld,Reisesicherheit,0
Anhalter,Bahn,0
Abenteuer,Bestimmung,0
Auto,Organisation,0
Mensch,Bundesland,0
Asien,Eisenbahn,0
Verbrechen,Fernflug,0
Kosten,Freizeitverkehr,0
Pflicht,Geschichte,0
Wohnung,Bundesland,0
Fernflug,Reiseform,0
Unterhaltungsbetrieb,Richter,0
Dienstreise,Jahrhundert,0
Reisekosten,Stelle,0
Bestimmung,Soldat,0
Richter,Privatwirtschaft,0
Musterschule,Fernflug,0
Treffen,Dienstanweisung,0
Abenteuer,Asien,0
Verbindung,Bundesland,0
Reiseart,Abenteuer,0
Kraftfahrzeug,Fernflug,0
August,Literatur,0
Bedeutung,Europa,0
Wandererlass,Austauschjahr,0
Schweiz,Geschichte,0
Kontinent,Schulbusschild,0
Bundesland,Tätigkeit,0
Tätigkeit,Wohnung,0
Straßenverbindung,Bahn,0
Europa,Berg,0
Dienststelle,Arbeitsanweisung,0
Dienstanweisung,Asien,0
Bahn,Ziel,0
Arbeitszeit,Fahren,0
Unterrichtsgang,Arbeitsanweisung,0
Tätigkeit,Bundesland,0
Schild,Richtung,0
Richtung,Beurteilung,0
Schulbusschild,Hippie-bewegung,0
Bedeutung,Schweiz,0
Organisation,Richter,0
Haustürgeschäft,Unterrichtsgang,0
Bestimmung,Treffen,0
Wohnsitzstaat,Schulreise,0
Geschichte,Deutschland,0
Sicherheit,Unternehmen,0
Gruppe,Arbeitgeber,0
Reiseziel,Nielsen,0
Betrieb,Auto,0
Arbeitspflicht,Schild,0
Fernflug,Übernachtungskosten,0
Ziel,Lehrkraft,0
Geschichte,Werbungskosten,0
Regelleistung,Schulausflug,0
Austauschreise,Berg,0
Hochkulturschema,Dienstreise,0
Rahmen,Art,0
Form,Auto,0
Reiseführer,Verbrechen,0
Auto,Information,0
Schild,Möglichkeit,0
Regelleistung,Hippie-generation,0
Frau,Eisenbahn,0
Reisegrund,Dienststätte,0
Landschulwoche,Deutschland,0
Soldat,Deutschland,0
Bezug,Berg,0
Schweiz,Bundesland,0
Betrieb,Regelung,0
Abenteuer,Geschichte,0
Zahl,Kennenlernen,0
Deutschland,Betrieb,0
Fahrt,Kilometergeld,0
Science-fiction-roman,Kennenlernen,0
Erledigung,Beginn,0
Jahrhundert,Motivation,0
Land,Unternehmen,0
Familie,Betrieb,0
Nielsen,Land,0
Rahmen,Land,0
Interesse,Beurteilung,0
Stelle,Tramper-bewegung,0
Begriff,Österreich,0
Übernachtungskosten,Trivialschema,0
Werbungskosten,Hochkulturschema,0
Richter,Hippie-bewegung,0
Dienstgang,Rahmen,0
Dienstreise,Schweiz,0
Stelle,Werbungskosten,0
Beginn,Bedeutung,0
Reisegrund,Betrieb,0
Reisekosten,Unternehmen,0
Dienstgeschäft,Regelarbeitszeit,0
Verb,Asien,0
Bestimmung,Rahmen,0
Reisekosten,Dienstanweisung,0
Eisenbahn,Europa,0
Einkommensteuergesetz,Tramper-bewegung,0
Bürger,Information,0
Lernen,Schulverein,0
Kosten,Geschichte,0
Schulprogramm,Durchführung,0
Teil,Verbrechen,0
Reiseführer,Übernachtungskosten,0
Tramper-bewegung,Verb,0
Ort,Trivialschema,0
Durchführung,Trennungsgeld,0
Reiseart,Frau,0
Reiseverkehr,Kosten,0
Kilometergeld,Straßenverbindung,0
Rahmen,Leistung,0
Mitnahme,Transitstaat,0
Band,Stelle,0
Erledigung,Kraftfahrzeug,0
Einsatzorganisation,Verb,0
Jahrhundert,Bundesland,0
Linienverkehr,Fahrtenprogramm,0
Kosten,Fahrtenprogramm,0
Matura-reise,Information,0
Verkehrsmittel,Straßenverbindung,0
Grund,Kontinent,0
Information,Teil,0
Bedeutung,Bestimmung,0
Richter,Verein,0
Science-fiction-roman,Monat,0
Pflicht,Mensch,0
Milliarde,Familie,0
Gastfamilie,Möglichkeit,0
Sicherheit,Kontinent,0
Verbrechen,Europa,0
Mitfahren,Frau,0
Schulbusschild,Europa,0
Unternehmen,Klassenfahrt,0
Stelle,Abenteuer,0
Verbreitung,Monat,0
Auto,Band,0
Bahn,Studie,0
Arbeitspflicht,Stelle,0
Schiff,Geschichte,0
Roman,Autor,0
Berg,Taggeld,0
Reiseart,Hochkulturschema,0
Weltumrundung,Wohlfahrtsverband,0
Teil,Reisekosten,0
Information,Welt,0
Dienstanweisung,Land,0
Auslandreisen,Reiseart,0
Form,Prestigemotivation,0
Durchführung,Unterrichtsgang,0
Gruppe,Prestigemotivation,0
Zeitaufwand,Mensch,0
Fahrtkosten,Außendienst,0
Stelle,Rahmen,0
Einsatzorganisation,Eisenbahn,0
Europa,Abenteuer,0
Unterhaltungsbetrieb,Europa,0
Jahr,Anhalter,0
Übernachtung,Schulverein,0
Schülersammelliste,Schweiz,0
Reisegrund,Verb,0
Europa,Schild,0
Strandaufenthalt,Unterrichtsgang,0
Richter,Literatur,0
Regelung,Programm,0
Austauschreise,Reiseziel,0
Bedeutung,Kosten,0
Sicherheitsregel,Erziehungszweck,0
Betrieb,Deutschland,0
Bundesland,Abenteuer,0
Band,Reiseziel,0
Unterrichtsgang,Tag,0
Nächtigungsgeld,Soldat,0
Pflicht,Schild,0
Flug,Reisegrund,0
Richtung,Eisenbahn,0
Austauschreise,Mensch,0
Reisesicherheit,Dienstgang,0
Schiff,Land,0
Unterrichtsgang,Abenteuer,0
Rahmen,Dienstreise,0
Arbeitsanweisung,Kontinent,0
Hippie-bewegung,Arbeitsanweisung,0
Dienstanweisung,Abi-reise,0
Dienstgeschäft,Geschichte,0
Hochkulturschema,Ziel,0
Bedeutung,Gastfamilie,0
Verkehrsmittel,Unterhaltungsbetrieb,0
Richtung,Bahn,0
Bundesreisekostengesetz,Kilometergeld,0
Asien,Unternehmen,0
Trivialschema,Kontinent,0
Information,Pflicht,0
Bahn,Verbreitung,0
Arbeitsstätte,Wandererlass,0
Dienstgeschäft,Abi-reise,0
Familie,Tag,0
Dienstanweisung,Welt,0
Asien,Richter,0
Bahn,Information,0
Verbrechen,Soldat,0
Richtung,Geschichte,0
Schulverein,Stelle,0
Privatwirtschaft,Information,0
Gefährdungsbeurteilung,Dienstanweisung,0
Unterrichtsveranstaltung,Geschichte,0
Kraftfahrzeug,Arbeitsstätte,0
Mensch,Einzelbeschreibung,0
Welt,Frau,0
Wohlfahrtsverband,Schulreise,0
Bestimmung,Erledigung,0
Kosten,Hochkulturschema,0
Reisegrund,Transportmittel,0
Ort,Klassenfahrt,0
Science-fiction-roman,Abenteuer,0
Schulreise,Zeit,0
Pflicht,Klassenfahrt,0
Vorschuss,Kraftfahrer,0
Information,Österreich,0
Fernflug,Ort,0
Bahn,Tramp,0
Verbreitung,Mensch,0
Europa,Dienstgeschäft,0
Erziehungsarbeit,Beurteilung,0
Reiseform,Dienststelle,0
Reise,Schulbusschild,0
Eisenbahn,Möglichkeit,0
Dienstgang,Schweiz,0
Gastschüler,Ort,0
Band,Richter,0
Erziehungsarbeit,Dienstreise,0
Bestimmung,Land,0
Arbeitsanweisung,Roman,0
Dienstgeschäft,Werbungskosten,0
Schweiz,Privatwirtschaft,0
Information,Verbreitung,0
Organisation,Reisekosten,0
Schild,Flug,0
Arbeitsgesetz,Reiseverkehr,0
Richtung,Hochkulturschema,0
Anhalter,Schulprogramm,0
Verbrechen,Band,0
Ort,Austauschjahr,0
Regelarbeitszeit,Werbungskosten,0
Stelle,Verbrechen,0
Wohnung,Reiseart,0
Tag,Lernen,0
Reiseführer,Erziehungsarbeit,0
Tätigkeit,Asien,0
Übernachtungskosten,Information,0
Programm,Vorschuss,0
Woche,Deutschland,0
Passen,Deutschland,0
Geschichte,Teil,0
Stelle,Reisesicherheit,0
Verbindung,Betriebsausgabe,0
Schiff,Science-fiction-roman,0
Aufenthalt,Reisekosten,0
Flug,Kosten,0
Arbeit,Kontinent,0
Europa,Dienstreise,0
Kraftfahrzeug,Organisation,0
Arbeitsanweisung,Woche,0
Verbreitung,Schweiz,0
Österreich,Abenteuer,0
Außendienst,Abi-reise,0
Lernen,Dienstgang,0
Geschichte,Verb,0
Gastschüler,Deutschland,0
