term1,term2,label,related
Datenbanksystem,Sicherheit,Zusammenfassung,1
System,Tabellenform,Vorgang,1
Xml-format,Datenspeicher,Größe,1
Manipulationssprache,Struktur,Klasse,1
Objektdatenbanksystem,Datenaufsichtssprache,Gruppe,1
Sprache,Format,Modell,1
Primärschlüssel,Nettodaten,Schrift,1
Dokumentenserver,Speichermedium,Konzept,1
Manipulationssprache,Datumensatz,Aufbau,1
Datenbanksprache,Teilsprache,Varietät,1
Objektdatenbankmodell,Speicher,Lebewesen,1
Sprache,Einsatz,Rang,1
E-mail-server,Ereignisprotokoll,Teil,1
Objektdatenbanksystem,Ansi-sparc-architektur,Klasse,1
Telemedium,Teil,Material,1
Manipulationssprache,Netzwerkinformation,Zusammenfassung,1
Datenmanipulationssprache,Sprachteil,Modell,1
Datenmanipulationssprache,Datenspeicher,Gruppe,1
Zieltabelle,Sicherheitsmuster,Anordnung,1
System,Gruppe,Rang,1
Windows-system,Datumenmenge,Vielzahl,1
Dokumenten-server,Archivsoftware,Liste,1
Muster,Berechnungsmodell,Modell,1
Objektdatenbanksystem,Schlüssel,Art,1
Form,Objektklasse,Abbildung,1
Datenspeichersystem,Information,System,1
Datumenmodell,Menge,Konstrukt,1
Data-warehouse-system,System,Einheit,1
Datenmanipulationssprache,Information,Objekt,1
Manipulationssprache,Information,Menge,1
Netzwerkdatenbankmodell,Aufwand,Lebewesen,1
Berechnungsmodell,Klasse,Abbildung,1
Laufzeitinformation,Datumensatz,Bestand,1
E-mail-server,Server,Liste,1
System,Protokoll,Einheit,1
Datenmanipulationssprache,Form,Menge,1
Lookup-tabelle,Artikelnummer,Struktur,1
Objektdatenbanksystem,Verteilungsmuster,Zusammensetzen,1
Information,Logdatei,Existenz,1
Windows-system,Laufzeitinformation,Eigenschaft,1
Logdatei,Nettodaten,Vermittlung,1
Manipulationssprache,Datumenfeld,Gruppe,1
Medium,Analysezweck,Stoff,1
Master-server,Windows-system,Konzept,1
Manipulationssprache,Sprache,Vorstellung,1
Computersystem,Zweck,Eigenschaft,1
Datenmanipulationssprache,Speicher,Schicht,1
Datenbanksprache,Information,Gruppe,1
Datenspeichersystem,Sicherheitsmuster,Zusammensetzen,1
Datenbanksprache,Spezialfall,System,1
Beginning,Datenbankanwendung,Ereignis,1
Berechnungsmodell,Typ,Muster,1
Muster,Satz,Modell,1
Warning,Fehler,Person,1
Ereignisprotokolldatei,Transaktionsprotokoll,Information,1
System,Xml-format,Einheit,1
Datenverarbeitungssprache,Listen­form,Rang,1
Data-warehouse-system,Datei,Einrichtung,1
Tabelle,Teilsprache,Menge,1
Datenspeichersystem,Verarbeitung,Zusammenfassung,1
Form,Kundennummer,Größe,1
Logging,Schlüssel,Name,1
Lookup-tabelle,Muster,Anordnung,1
Datenbanksystem,Transaktionsprotokoll,Einheit,1
Information,Entitätstyp,Schicht,1
Datenaufsichtssprache,Information,Raum,1
Listen­form,Bestand,Abbildung,1
Netzwerkdatenbankmodell,Teil,Muster,1
Versionsverwaltungssystem,Rdf-format,Eigenschaft,1
Versionsverwaltungssystem,Registration,Kategorie,1
Form,Dokumentmenge,Abbildung,1
Muster,Entitätstyp,Rang,1
Computersystem,Datenbanksystem,Anzahl,1
Objektdatenbanksystem,Internet-information,Schema,1
Datenverarbeitungssprache,Fehler,Symbol,1
Single-server,Server,Teil,1
Abfragesprache,Datumenfeld,Gesamtheit,1
Information,Satz,Sammlung,1
Dokumenten-server,Hochschulschriftenserver,Computer,1
Versionsverwaltungssystem,Ausfallsicherheit,Zustand,1
Datumensatz,Attribut,Syntagma,1
Objektdatenbanksystem,Datenbanksprache,Schema,1
Proxyserver,Gruppe,Konzept,1
Computersystem,Abfragesprache,Vorstellung,1
Manipulationssprache,Programmzustand,Eigenschaft,1
Logging,Tracing,Ruf,1
Software,Fehler,Bezeichnung,1
Problem,Objektklasse,Energie,1
Objektdatenbanksystem,Medium,Klasse,1
Datenspeichersystem,Abhängigkeitsinformation,Menge,1
Datenbanksystem,Adressdaten,Gruppe,1
Objektdatenbanksystem,Antimuster,Art,1
Objektdatenbankmodell,Datumenfeld,Person,1
System,Abfragesprache,Klasse,1
Muster,Gruppe,Rang,1
Datenmanipulationssprache,Open-source-datenbank,Klasse,1
Manipulationssprache,Datum,Taxon,1
Harvesting,Entwicklung,Person,1
Versionsverwaltungssystem,Datumenstruktur,Zustand,1
Information,Federation,Raum,1
System,Datenaufsichtssprache,Organisation,1
Master-server,Server,Ergebnis,1
Beginning,Tracing,Ereignis,1
Format,Zweck,Anforderungen,1
Manipulationssprache,Seite,Zusammenfassung,1
Manipulationssprache,Einsatz,Güte,1
Datenspeichersystem,Netzwerkdatenbankmodell,Vorgang,1
Windows-system,Zustand,Zusammenfassung,1
Internet-information,Primärschlüssel,Vermittlung,1
Sprache,Zustand,Muster,1
Windows-system,Auflösungsmuster,Menge,1
Lookup-tabelle,Datenbanksystem,Anordnung,1
Data-warehouse-system,Liste,System,1
Hochschulschriftenserver,Typ,Konzept,1
Versionsverwaltungssystem,Datumensatz,Zustand,1
Computersystem,Spezialfall,Anzahl,1
Objektdatenbanksystem,Datumenbestand,Einheit,1
Modeling,Anwendung,Tier,1
Datenbanksystem,Schlüssel,Gefüge,1
Warning,Geschäftstransaktion,Bezeichnung,1
Benutzerfehler,Auswertung,Entscheidung,1
Laufzeitinformation,Information,Verbesserung,1
Proxyserver,Server,Teil,1
Tabelle,Verteilungsmuster,Aussehen,1
Form,Entitätstyp,Gestalt,1
Dokumentenserver,Seite,Konzept,1
Hauptspeicher,Klasse,Größe,1
Single-server,Universität,Konzept,1
Versionsverwaltungssystem,Datumenstruktur,Zusammenfassung,1
Manipulationssprache,Laufzeitinformation,Kommunikation,1
Feldname,Quelle,Wesen,1
System,Schlüssel,Einrichtung,1
Mastertabelle,Adressliste,Struktur,1
Manipulationssprache,Registration,Zusammenfassung,1
Datenmanipulationssprache,Datenbanksprache,Zustand,1
Ereignisprotokolldatei,Transaktionsprotokoll,Schrift,1
Fremdschlüssel,Zweck,Name,1
Datenmanipulationssprache,Abfragesprache,Zusammenfassung,1
Datenbanksystem,Datum,Gruppe,1
Computersystem,Zweck,Zusammenfassung,1
Netzwerkdatenbankmodell,Bestand,Abbildung,1
Logdatei,Schlüssel,Existenz,1
Computersystem,Tabellenform,Kategorie,1
Proxyserver,Manipulationssprache,Konzept,1
Manipulationssprache,Lastenverteilung,Aussehen,1
Datenspeichersystem,Internet-information,System,1
Eda-datenbank,Kundennummer,Sammlung,1
Single-server,Publikationsserver,Folge,1
Windows-system,Analysezweck,Zustand,1
Dokumentenserver,Hauptspeicher,Konzept,1
Proxyserver,Programmzustand,Konzept,1
Windows-system,Datenbank-)abfragesprache,System,1
Protokolldatei,Ereignisprotokolldatei,Daten,1
Windows-system,Artikelnummer,Zusammenfassung,1
Computersystem,Ansi-sparc-architektur,Art,1
Data-warehouse-system,Computersystem,Zusammenfassung,1
Datenbanksprache,Verteilungsmuster,Kategorie,1
System,Muster,Güte,1
Manipulationssprache,Begriff,Einheit,1
Datenmanipulationssprache,Abfragesprache,Vermögen,1
Server,Seite,Gegenstand,1
Datenverarbeitungssprache,Anwendergruppe,Güte,1
Sprache,Tabellenform,Vorgang,1
System,Satz,Zustand,1
Fetching,Software,Bezeichnung,1
Datenbanksprache,Nettodaten,Zeichen,1
Datenmanipulationssprache,Fall,Einheit,1
Hochschulschriftenserver,Datenspeichersystem,Konzept,1
Datenmanipulationssprache,Verteilung,Zustand,1
Windows-system,Feld,Zusammenfassung,1
Windows-system,Ereignisprotokoll,Kategorie,1
Objektdatenbanksystem,Datentyp,Anzahl,1
Manipulationssprache,Datenverarbeitungssprache,Art,1
Seite,Kundennummer,Blickwinkel,1
Tabellenform,Xml-format,Form,1
Tabellenform,Anwendungsseite,Form,1
Harvesting,Applikation,Person,1
Fehler,Fall,Neigung,1
Versionsverwaltungssystem,Ansi-sparc-architektur,Klasse,1
Netzwerkdatenbankmodell,Typbegriff,Abbildung,1
Versionsverwaltungssystem,Objektdatenbanksystem,Klasse,1
E-mail-server,Anwendungsseite,Blatt,1
Objektdatenbanksystem,Satz,Anzahl,1
Muster,Kundennummer,Sammlung,1
Datenmanipulationssprache,Information,Symbol,1
Datumensatz,Satz,Hinweis,1
Datenspeichersystem,Sicherheitsmuster,Aufbau,1
Netzwerkinformation,Satz,Bestand,1
Data-warehouse-system,Manipulationssprache,Kategorie,1
Querverweistabelle,Datenverarbeitungssprache,Struktur,1
Sicherheitsmuster,Upgrade,Vorgang,1
System,Attribut,Taxon,1
Proxyserver,Modell,Ergebnis,1
Data-warehouse-system,Entwicklung,Art,1
Datenbanksprache,Seite,Taxon,1
Transaktionsprotokoll,Datumensatz,Jungtier,1
Artikelname,Medium,Lebewesen,1
System,Adressdaten,Art,1
Seite,Verbund,Material,1
Windows-system,Satz,Zusammenfassung,1
Beginning,Hintergrundprogramm,Gegenstand,1
Datenmanipulationssprache,Eda-datenbank,Rang,1
System,Speichermedium,Einheit,1
Datei,Schlüssel,Vermittlung,1
Form,Softwareprojekt,Beschwerden,1
Processing,Transaktion,Objekt,1
Windows-system,Antimuster,Klasse,1
Sprache,Aufwand,Größe,1
Versionsverwaltungssystem,Datenbanksystem,Struktur,1
Datenspeichersystem,Nosql-datenbank,Klasse,1
Tracing,Adressliste,Gegenstand,1
Data-warehouse-system,Architektur,Eigenschaft,1
Data-warehouse-system,Datumenstruktur,Aufbau,1
Name,Sprachteil,Code,1
Datenaufsichtssprache,Datenspeicher,Raum,1
Fremdschlüssel,Ereignisprotokoll,Beseitigung,1
System,Bestand,Klasse,1
Datenspeicher,Verarbeitung,Größe,1
Modeling,Artikelname,Name,1
Manipulationssprache,Quelle,Klasse,1
Windows-system,Verarbeitung,Zustand,1
Datumenmodell,Verarbeitung,Abbildung,1
Muster,Open-source-datenbank,Rang,1
Tabelle,Programmpaket,Ordnung,1
System,Federation,Güte,1
Querverweistabelle,Datenbanktabelle,Statistik,1
Logging,Zweck,Gegenstand,1
Computersystem,Satz,Gefüge,1
Windows-system,Verarbeitung,Einheit,1
Windows-system,Zweck,Art,1
Windows-system,Netzwerkinformation,Art,1
Anbieterserver,Leistungsproblem,Ergebnis,1
Computersystem,Denormalisierungsmuster,Anzahl,1
Data-warehouse-system,Datenbanksprache,Kategorie,1
Tracing,Kundennummer,Ereignis,1
Server,Satz,Element,1
Sprache,Schlüssel,Kommunikation,1
Anwendungsprogramm,Batch-transaktion,Verzeichnis,1
Muster,Sicherheit,Beschwerden,1
Datenbanksprache,Adressdaten,Kommunikation,1
Adressdaten,Datumenbestand,Existenz,1
Referenztabelle,Internet-information,Ordnung,1
Datenbanksystem,Klasse,Art,1
Harvesting,Gruppe,Person,1
Datenbanksprache,Abfragesprache,Einrichtung,1
Information,Satz,Auskunft,1
Datenbanksprache,Schlüssel,System,1
Teilsprache,Spezialfall,Rang,1
Muster,Berechnungsmodell,Sammlung,1
Datei,Fremdschlüssel,Beseitigung,1
Objektdatenbank,Datenspeicher,Raum,1
Objektdatenbankmodell,Bestand,Person,1
Muster,Datenspeicher,Raum,1
Datenbankmodell,Objektklasse,Muster,1
Datenmanipulationssprache,Medium,Schicht,1
Data-warehouse-system,Open-source-datenbank,Menge,1
Manipulationssprache,Bestand,Raum,1
Tabelle,Datentyp,Aufbau,1
Datenverarbeitungssprache,Speicher,Schicht,1
Computersystem,Telemedium,Einrichtung,1
Datenspeichersystem,Aktualisieren,Gruppe,1
Hochschulschriftenserver,Systemsoftware,Teil,1
Data-warehouse-system,Tabellenform,Eigenschaft,1
Tabellenform,Zweck,Anforderungen,1
Computersystem,Bestand,Klasse,1
System,Datenaufsichtssprache,Schema,1
Manipulationssprache,Speichermedium,Begriff,1
Modell,Bestand,Konstrukt,1
Preprint-server,Speicher,Konzept,1
Objektdatenbanksystem,Inhalt,Einheit,1
Datenbanksystem,Rdf-format,Zustand,1
Manipulationssprache,Antimuster,Zustand,1
Datentyp,Applikation,Endzustand,1
Publikationsserver,Objektdatenbankmodell,Ergebnis,1
Teilsprache,Sprache,Varietät,1
Manipulationssprache,Datenbanksprache,Kommunikation,1
Windows-system,Objektklasse,Klasse,1
Datenbanksystem,Code,Vorgang,1
System,Dini-datenbank,Menge,1
Tabelle,Denormalisierungsmuster,Art,1
Server,Information,Gegenstand,1
Computersystem,Modell,Taxon,1
Versionsverwaltungssystem,Entitätstyp,Aufbau,1
E-mail-server,Federation,Konzept,1
Objektdatenbanksystem,Denormalisierungsmuster,Zusammenfassung,1
Data-warehouse-system,Datumensatz,Zusammensetzung,1
Datenbanksystem,Teilsprache,Art,1
Satz,Softwareprojekt,Beschwerden,1
Windows-system,Antimuster,Menge,1
Harvesting,Artikelname,Ruf,1
Tabelle,Feld,Zusammenfassung,1
Abhängigkeitsinformation,Kundennummer,Symbol,1
Datenbank-)abfragesprache,Standardverhalten,Gesamtheit,1
Transaktion,Protokoll,Kleidungsstück,1
Objektdatenbanksystem,Auswertung,Vorgang,1
Mastertabelle,Querverweistabelle,Struktur,1
Tabelle,Datenbanksprache,Art,1
History-tabelle,Datumenfeld,Mathematik,1
Querverweistabelle,Lookup-tabelle,Ordnung,1
Data-warehouse-system,Satz,Vorgang,1
System,Federation,Anzahl,1
Leistungsproblem,Problem,Arbeit,1
System,Typ,Art,1
Processing,Datumensatz,Person,1
Datenbanksystem,Datenmanipulationssprache,Klasse,1
Name,Kundennummer,Sprechweise,1
Computersystem,Nutzungsdatum,Art,1
Datumenmodell,Fehler,Konstrukt,1
Datenbanksprache,Satz,Gruppe,1
Zieltabelle,Datenspeichersystem,Ordnung,1
Objektdatenbankmodell,Feldname,Lebewesen,1
Windows-system,Sicherheitsmuster,Menge,1
Computersystem,Transaktionsprotokoll,Vorgang,1
Data-warehouse-system,Registration,Klasse,1
Preprint-server,Anwendungsseite,Blatt,1
Server,Datumensatz,Gegenstand,1
System,Anwendung,Zustand,1
Sprache,Verarbeitung,Rang,1
Objektdatenbanksystem,Datenbanksprache,Begriff,1
Datenspeichersystem,Datenbankmodell,Art,1
Netzwerkinformation,Information,Vermittlung,1
Windows-system,Datumensatz,Art,1
Sprachteil,Seite,Material,1
System,Abfragesprache,Vorstellung,1
System,Muster,Aufbau,1
Objektdatenbanksystem,Sicherheitsmuster,Anzahl,1
Datenbanksystem,Satz,Taxon,1
Windows-system,Information,Zusammensetzung,1
Opus-server,Anwendung,Teil,1
Form,Menge,Masse,1
Hochschulschriftenserver,Objektklasse,Ergebnis,1
Format,Menge,Größe,1
Tabelle,Dini-datenbank,Zusammenfassung,1
Versionsverwaltungssystem,Datenbanksystem,Anordnung,1
Datenspeichersystem,Modell,Aufbau,1
Eda-datenbank,Begriff,Sammlung,1
Menge,Satz,Größe,1
Beginning,Transaktion,Objekt,1
Schlüssel,Teil,Tier,1
Zieltabelle,Netzwerkdatenbankmodell,Struktur,1
Anwendungsseite,Entitätstyp,Endzustand,1
Manipulationssprache,Code,Organisation,1
Datenspeichersystem,Information,Vielzahl,1
Relationale-datenbank-muster,Verteilungsmuster,Muster,1
Sprache,Teil,Abbildung,1
Tabelle,Dokumentmenge,Zusammenfassung,1
Information,Format,Raum,1
Tabelle,Verfahren,Zusammenfassung,1
Ereignisprotokoll,Anwendungsseite,Gesamtheit,1
Sprache,Verfahren,Konstrukt,1
Warning,Anwendung,Gegenstand,1
Datenmanipulationssprache,Zweck,Gesamtheit,1
Ereignisprotokolldatei,Transaktionsprotokoll,Beseitigung,1
System,Datumenbestand,Klasse,1
Quelltabelle,Datumensatz,Struktur,1
Data-warehouse-system,Verteilungsmuster,Vielzahl,1
Harvesting,Datenbankanwendung,Tier,1
Master-server,Lösung,Folge,1
E-mail-server,Opus-server,Ergebnis,1
Datenbanksprache,Information,Klasse,1
Information,Ereignisprotokolldatei,Existenz,1
System,Relationale-datenbank-muster,Anzahl,1
Zieltabelle,Datenbanksprache,Ordnung,1
System,Zweck,Taxon,1
Datenbanksprache,Registration,Modell,1
Warning,Form,Person,1
Hashtabelle,Sicherheit,Ordnung,1
Datenmanipulationssprache,Dini-datenbank,Rang,1
Netzwerkinformation,Adressdaten,Auskunft,1
Hashtabelle,Menge,Struktur,1
Objektdatenbanksystem,Adressdaten,Einrichtung,1
Computersystem,Analysezweck,Klasse,1
Versionsverwaltungssystem,Teil,Anzahl,1
Information,Zweck,Güte,1
Computersystem,Datenbanksystem,Einheit,1
Versionsverwaltungssystem,Manipulationssprache,Zusammensetzung,1
Hochschulschriftenserver,Opus-server,Server,1
Muster,Zustand,Güte,1
Internet-information,Protokoll,Auskunft,1
Windows-system,Hauptspeicher,Vielzahl,1
Manipulationssprache,Antimuster,Anzahl,1
Data-warehouse-system,Seite,Art,1
E-mail-server,Server,Teil,1
Objektdatenbanksystem,Datenbanksystem,Klasse,1
Datenmanipulationssprache,Entwicklung,Anzahl,1
Tracing,Verarbeitung,Gegenstand,1
Versionsverwaltungssystem,Gruppe,Zusammenfassung,1
Datenbanksystem,Programmpaket,Vorgang,1
Tabelle,Internet-information,Menge,1
Manipulationssprache,Hauptspeicher,Gruppe,1
System,Verfahren,Eigenschaft,1
Dokumenten-server,Installationsprogramm,Teil,1
Datenbanksprache,Klasse,Gruppe,1
Windows-system,Stapelverarbeitung,Taxon,1
Datenspeichersystem,Datenaufsichtssprache,Gruppe,1
Datenmanipulationssprache,Abhängigkeitsinformation,Zusammenfassung,1
Computersystem,Sicherheit,Menge,1
Tabelle,Datenbanksystem,Zusammenfassung,1
E-mail-server,Anbieterserver,Computer,1
Versionsverwaltungssystem,Computersystem,Art,1
Versionsverwaltungssystem,Satz,System,1
Datenmanipulationssprache,Abfragesprache,Kommunikation,1
Software,Datumensatz,Bezeichnung,1
Datenbanksystem,Datumenmodell,Vorgang,1
Tabellenform,Teil,Abbildung,1
Referenztabelle,Struktur,Anordnung,1
System,Sprache,Einrichtung,1
Hashtabelle,Tabelle,Zusammenstellung,1
Datenbanksystem,Analysezweck,Zustand,1
Computersystem,Format,Menge,1
Information,Datenprotokollierungs-bibliothek,Sammlung,1
Data-warehouse-system,Systementwicklung,Klasse,1
Seite,Kundennummer,Erscheinungsform,1
Berechnungsmodell,Fall,Konstrukt,1
Computersystem,Abfragesprache,Organisation,1
Manipulationssprache,Sicherheit,Modell,1
Listen­form,Applikation,Endzustand,1
Muster,Teil,Raum,1
Fetching,Fremdschlüssel,Objekt,1
Datenverarbeitungssprache,Architektur,Güte,1
Struktur,Spezialfall,Beschwerden,1
Objektdatenbanksystem,Antimuster,Zusammenfassung,1
Manipulationssprache,Datumensatz,Objekt,1
Master-server,Teilsprache,Konzept,1
Datenspeichersystem,Datenspeicher,Zusammenfassung,1
Objektdatenbanksystem,Dta-verfahren,Begriff,1
Objektdatenbankmodell,Rdf-format,Abbildung,1
Objektdatenbanksystem,Datumensatz,Anzahl,1
System,Dta-verfahren,Begriff,1
Harvesting,Medium,Bezeichnung,1
Datenverarbeitungssprache,Verarbeitung,Modell,1
Proxyserver,Archiv,Ergebnis,1
Harvesting,Datumensatz,Person,1
Sprache,Datentyp,Person,1
Verteilungsmuster,Form,Muster,1
Objektdatenbank,Sicherheit,Güte,1
Hochschulschriftenserver,Versionsverwaltungssystem,Konzept,1
Internet-information,Protokoll,Zeichen,1
Manipulationssprache,Datentyp,Kategorie,1
Datenmanipulationssprache,Fall,Gruppe,1
Objektdatenbanksystem,Internet-information,Gefüge,1
Objektdatenbankmodell,Datumenmenge,Modell,1
Master-server,Entwicklung,Konzept,1
Berechnungsmodell,Upgrade,Sammlung,1
Data-warehouse-system,Code,Kategorie,1
Harvesting,Analysezweck,Gegenstand,1
Datenmanipulationssprache,Datumenmenge,Güte,1
Xml-format,Seite,Gestalt,1
Manipulationssprache,Paketverwaltung,Einrichtung,1
Datenbanksystem,Kundennummer,Klasse,1
Datenmanipulationssprache,Ereignisprotokoll,Gruppe,1
Versionsverwaltungssystem,Fall,Eigenschaft,1
Processing,Liste,Tier,1
Beginning,Masseneinsatz,Gegenstand,1
Manipulationssprache,Datenaufsichtssprache,Sprache,1
Manipulationssprache,Ausfallsicherheit,Klasse,1
E-mail-server,Publikationsserver,Teil,1
Berechnungsmodell,Fall,Lebewesen,1
System,Relationale-datenbank-muster,Gruppe,1
Tabelle,Muster,Aussehen,1
Hochschulschriftenserver,Liste,Teil,1
Sprache,Dokumentmenge,Abbildung,1
Datenspeichersystem,Liste,Gefüge,1
Listen­form,Applikation,Form,1
Datumenmodell,Satz,Lebewesen,1
Laufzeitinformation,Protokolldatei,Auskunft,1
Versionsverwaltungssystem,Lastenverteilung,Anzahl,1
Preprint-server,Archivsoftware,Ergebnis,1
Manipulationssprache,Transaktionsprotokoll,Zeichen,1
System,Telemedium,Raum,1
Hochschulschriftenserver,Anwendungssoftware,Folge,1
Berechnungsmodell,Quelle,Lebewesen,1
Referenztabelle,Mastertabelle,Mathematik,1
System,Datentyp,Zusammenfassung,1
Datenbanksprache,Schlüssel,Eigenschaft,1
System,Nettodaten,Menge,1
Objektdatenbanksystem,Muster,Gruppe,1
Modeling,Fremdschlüssel,Name,1
Versionsverwaltungssystem,System,Einrichtung,1
Medium,Problem,Arbeit,1
Single-server,Hochschulschriftenserver,Programm,1
Datei,Ereignisprotokoll,Vermittlung,1
Datenspeichersystem,Sprache,Zusammenfassung,1
Fehler,Einsatz,Code,1
Single-server,Installationsprogramm,Ergebnis,1
Objektdatenbanksystem,Rdf-format,Einheit,1
Warning,Entwicklung,Bezeichnung,1
System,Netzwerkinformation,Kategorie,1
Windows-system,Eda-datenbank,Gruppe,1
Tabelle,Fall,Zusammenfassung,1
Teilsprache,Nosql-datenbank,Raum,1
Programm,Seite,Kleidungsstück,1
Preprint-server,Sprache,Konzept,1
Datenverarbeitungssprache,Abfragesprache,Rang,1
Proxyserver,Publikationsserver,Teil,1
Proxyserver,Tabellenform,Konzept,1
Computersystem,Ausfallsicherheit,Klasse,1
Manipulationssprache,Medium,Begriff,1
Objektdatenbanksystem,Struktur,Taxon,1
Data-warehouse-system,Datenmanipulationssprache,Eigenschaft,1
Objektdatenbankmodell,Netzwerk,Wesen,1
Netzwerkinformation,Protokolldatei,Information,1
Teilsprache,Ereignisprotokolldatei,Kommunikation,1
Data-warehouse-system,Ansi-sparc-architektur,Gruppe,1
Manipulationssprache,Datenbanksprache,Klasse,1
Windows-system,Rdf-format,Einheit,1
Objektdatenbanksystem,Datumenfeld,Gruppe,1
Computersystem,Stapelverarbeitung,Taxon,1
Dokumentmenge,Datumensatz,Masse,1
Datenbanksprache,Datumenbestand,Schicht,1
Form,Rdf-format,Anforderungen,1
Datumenmodell,Lastenverteilung,Sammlung,1
Computersystem,Verteilungsmuster,Aussehen,1
Datumenmodell,Programmpaket,Sammlung,1
Dokumenten-server,Datenmanipulationssprache,Konzept,1
Teilsprache,Datumenstruktur,Modell,1
System,Datumensatz,Zusammensetzung,1
Datenbanksystem,Lastenverteilung,Aufbau,1
Datenbanksystem,Speicher,Anzahl,1
Beginning,Applikation,Gegenstand,1
Referenztabelle,Code,Ordnung,1
System,Datenbanksprache,Zustand,1
Modeling,Primärschlüssel,Gegenstand,1
Modeling,Speichermedium,Name,1
E-mail-server,Publikationsserver,Folge,1
E-mail-server,Datenbankmodell,Konzept,1
Dokumenten-server,Systemsoftware,Teil,1
Datenbanksprache,Passwort,Mittel,1
Versionsverwaltungssystem,Typbegriff,Einheit,1
Datenbanksystem,Paket,Aussehen,1
Transaktionstabelle,Lastverteilung,Ordnung,1
Objektdatenbanksystem,Listen­form,Klasse,1
Manipulationssprache,Zustand,Modell,1
Programm,Entwicklung,Element,1
Fehler,Zurücksetzen,Richtung,1
Data-warehouse-system,Antimuster,Zusammensetzung,1
Datenspeichersystem,Manipulationssprache,Gruppe,1
Objektdatenbankmodell,Bestand,Konstrukt,1
Datenbanksystem,Abfragesprache,Vorstellung,1
Modeling,Applikation,Tier,1
Datei,Nettodaten,Verbesserung,1
Datenbanksystem,Code,Gefüge,1
Datenverarbeitungssprache,Sprache,Gesamtheit,1
Datenverarbeitungssprache,Sprache,Kommunikation,1
Tabelle,Adressdaten,Art,1
Windows-system,Verteilungsmuster,Menge,1
Versionsverwaltungssystem,Projekt,Kategorie,1
Hintergrundprogramm,Teil,Kleidungsstück,1
Single-server,Lastverteilung,Ergebnis,1
Datenmanipulationssprache,Teil,Raum,1
Objektdatenbanksystem,Typ,Klasse,1
Computersystem,Datumenstruktur,Gruppe,1
Datenbank-)abfragesprache,Medium,Gesamtheit,1
Computersystem,System,Zustand,1
Datenbanksprache,Tabellenform,Güte,1
Transaktionsprotokoll,Satz,Hinweis,1
Fehler,Anwendungsseite,Linie,1
Versionsverwaltungssystem,Seite,Zustand,1
Processing,Logging,Gegenstand,1
Windows-system,Teilsprache,Vorstellung,1
Hochschulschriftenserver,Problem,Ergebnis,1
Objektdatenbanksystem,Datenaufsichtssprache,Einrichtung,1
Objektdatenbanksystem,Abfragesprache,Taxon,1
Tabelle,Objektdatenbankmodell,Aussehen,1
System,Netzwerkinformation,Zusammenfassung,1
Publikationsserver,Objektdatenbank,Konzept,1
Single-server,Archivsoftware,Folge,1
History-tabelle,Computersystem,Struktur,1
Datenaufsichtssprache,Speichermedium,Raum,1
Datenbanksprache,Teil,System,1
Dokumenten-server,Anwendungsprogramm,Liste,1
Computersystem,Dini-datenbank,Anzahl,1
Windows-system,Laufzeitinformation,Vorgang,1
Geschäftstransaktion,Seite,Verzeichnis,1
System,Tabellenform,Raum,1
Versionsverwaltungssystem,Zweck,Vorgang,1
Tabelle,Denormalisierungsmuster,Anordnung,1
Lookup-tabelle,Ascii-code,Struktur,1
Software,Fall,Gegenstand,1
Datenbanksprache,Artikelname,Objekt,1
Sprache,Menge,Konstrukt,1
Windows-system,Nettodaten,Menge,1
Zieltabelle,Verfahren,Ordnung,1
Installationsprogramm,Anwendungsprogramm,Karten,1
Versionsverwaltungssystem,Aktualisieren,Taxon,1
Netzwerkinformation,Satz,Existenz,1
Processing,Klasse,Person,1
Manipulationssprache,Information,Kategorie,1
Beginning,Teil,Gegenstand,1
Muster,Programmzustand,Beschwerden,1
Tabelle,Liste,Aufbau,1
Manipulationssprache,Dta-verfahren,Art,1
Datenbanksystem,Nosql-datenbank,Kategorie,1
Datenmanipulationssprache,Seite,Gruppe,1
Tabelle,Muster,Ordnung,1
Tracing,Datenbankanwendung,Name,1
Single-server,Berechnungsmodell,Ergebnis,1
System,Telemedium,Vorstellung,1
System,Seite,Aufbau,1
Information,Objektdatenbank,Rang,1
Master-server,Hintergrundprogramm,Ergebnis,1
Datenmanipulationssprache,Eda-datenbank,Gruppe,1
Datenbanksystem,Datenbankmodell,Aussehen,1
Lookup-tabelle,Quelltabelle,Statistik,1
Modeling,Harvesting,Ing,1
Dokumentenserver,Anwendungsseite,Blatt,1
Information,Analysezweck,Schicht,1
Logging,Artikelname,Person,1
Grafiksoftware,Seite,Karten,1
Datumenmodell,Typ,Wesen,1
Datenbanksystem,Feld,Klasse,1
Windows-system,Antimuster,Zusammensetzung,1
Telemedium,Analysezweck,Verbindung,1
Datenbanksystem,Programmzustand,Einheit,1
Sprache,Satz,Gegenstand,1
Manipulationssprache,Datumenmenge,Modell,1
Manipulationssprache,Nosql-datenbank,Einheit,1
Computersystem,Verteilungsmuster,Zusammensetzung,1
Proxyserver,Hochschulschriftenserver,Software,1
Datenbanksystem,Bibliothek,Anzahl,1
Data-warehouse-system,Bestand,Vielzahl,1
E-mail-server,Systemsoftware,Teil,1
Manipulationssprache,Stapelverarbeitung,Rang,1
Modell,Bibliothek,Sammlung,1
Datenbanksprache,Anwendergruppe,Kategorie,1
Datenmanipulationssprache,Nutzdaten,Gruppe,1
Datenbanksprache,Bestand,Schicht,1
