term1,term2,related
Nosql-datenbank,Listen­form,0
Applikation,Nutzungsdatum,0
Verarbeitung,Anwendungsseite,0
Dokumentenserver,Applikation,0
Geschäftstransaktion,Versionsverwaltungssystem,0
Änderung,Datenbankanwendung,0
Logging-datenbanken,Programm,0
Nosql-datenbank,Abhängigkeitsinformation,0
Modell,Hintergrundprogramm,0
Protokoll,Universität,0
Rdf-format,Nutzungsdatum,0
Logging,Lookup-tabelle,0
Registration,Applikation,0
Anwendungsseite,Fall,0
Adressdaten,Kundennummer,0
Applikation,Muster,0
Server,Publikationsverbund,0
Transaktionstabelle,Nutzdaten,0
Typ,Schlüssel,0
Datenverarbeitungssprache,Denormalisierungsmuster,0
Datensatzbegrenzung,Paket,0
Klasse,Seite,0
Zustand,Logdateien,0
Datumenstruktur,Csv-dateien,0
Randdatum,Logdatei,0
Nettodaten,Anwendungsseite,0
Lastenverteilung,Artikelname,0
Beginning,Protokolldatei,0
Abhängigkeitsinformation,Verwaltung,0
Anwendung,Datumensatz,0
Publikationsverbund,Feld,0
Logdatei,Applikation,0
Speicher,Referenztabelle,0
Hintergrundprogramm,Datenverarbeitungssprache,0
Ereignisprotokolldatei,Fehler,0
Projekt,Name,0
Attribut,Sperrverwaltung,0
Name,Attribut,0
Installationsprogramm,Artikelnummer,0
Menge,Universität,0
Ereignisprotokoll,Verantwortlich,0
Datumensatz,Objektdatenbanksysteme,0
Nosql-datenbanken,Analysezweck,0
Randdatum,Laufzeitinformation,0
Speicher,Datenbanksysteme,0
Protokoll,Anwendungssoftware,0
Open-source-datenbank,Internet-information,0
Analysezweck,Entwicklung,0
Rdf-format,Csv-dateien,0
Universität,Datenverarbeitungssprache,0
Datenbankanwendung,Transaktionstabelle,0
Datenbankanwendung,Protokolldatei,0
Netzpublikation,Fremdschlüssel,0
Datenmanipulationssprache,Hintergrundprogramm,0
Protokoll,Kundennummer,0
Tabellenform,Datenbank-)abfragesprache,0
Archivsoftware,Modeling,0
Datenverarbeitungssprache,Datenbanksysteme,0
Transaktionsprotokoll,Sperrverwaltung,0
Datumensatz,Datenbeschreibung,0
Fremdschlüsselbegrenzung,Kundennummer,0
Nettodaten,Nosql-datenbank,0
Protokoll,Laufzeitfehler,0
Master-server,Datenbankanwendung,0
Verbund,Spezialfall,0
Versionsverwaltung,Dokumenten-server,0
Ereignisprotokoll,Code,0
Transaktion,Typ,0
Anwendung,Auflösungsmuster,0
Graphdatenbanken,Typ,0
Fotodatum,Seite,0
Satz,Code,0
Nosql-datenbank,Systementwicklung,0
Anwendungsseite,Nettodaten,0
Seite,Datumenstruktur,0
Open-source-datenbank,Feld,0
Verhalten,Spezialfall,0
Server,Teilsprache,0
Transaktionsprotokoll,Nutzdaten,0
Datenbank-)abfragesprache,Verarbeitung,0
Datumenfeld,Fotodatum,0
Verteilung,Versionsverwaltung,0
Blog-eintrag,History-tabelle,0
Xml-format,Edlich,0
Dokumentenserver,Programmpaket,0
Objektdatenbank,Versionsverwaltung,0
Sprachteil,Verantwortlich,0
Processing,Lookup-tabelle,0
Sperrverwaltung,Systementwicklung,0
Logging-datenbanken,Typ,0
Verarbeitung,Spezialfall,0
Ansi-sparc-architektur,Projekt,0
Datumenfeld,Seite,0
Transaktionsprotokoll,Architektur,0
Datenbank-)abfragesprache,Fehler,0
Rdf-format,Batch-transaktion,0
Fehler,Referenztabelle,0
Abhängigkeitsinformation,Datum,0
Feldname,Systemsoftware,0
Opus-server,Ereignisprotokolldatei,0
Menge,Netzwerk,0
Typbegriff,Fotodatum,0
Datenbanksysteme,Datumensatz,0
Fehler,Entwicklung,0
Kundennummer,Abfragesprache,0
Datentyp,Datumensatz,0
Sperrverwaltung,Information,0
Adressdaten,Laufzeitfehler,0
Datenbank-)abfragesprache,Information,0
Protokolldatei,Csv-dateien,0
Protokolldatei,Fall,0
Blog-eintrag,Leistungsproblem,0
Protokolldateien,Verfahren,0
Netzwerkdatenbankmodell,Fotodatum,0
Datenbanksprache,Netzpublikation,0
History-tabelle,Telemedium,0
Fotodatum,Code,0
Datenspeicher,Nettodaten,0
Computersystem,Grafiksoftware,0
Paketverwaltung,Ereignisprotokoll,0
Nosql-datenbank,Netzwerk,0
Sprache,Streaming-media-applikation,0
Dokumenten-server,Auflösungsmuster,0
Leistungsproblem,Telemedium,0
Open-source-datenbank,Typ,0
Nutzungsdatum,Paket,0
Standardverhalten,Satz,0
Datumenbestand,Datumenstruktur,0
Datenbanksprache,Publikation,0
Fehler,Xml-format,0
Datumenmodell,Datenbank-)abfragesprache,0
Verteilung,Leistungsproblem,0
Programm,Netzwerkdatenbankmodell,0
Single-server,Fotodatum,0
Randdatum,Operations-datenbanken,0
Datumenfeld,Applikation,0
Paketquelle,Typ,0
Laufzeitinformation,Systementwicklung,0
Datenspeichersystem,Edlich,0
Seite,Sicherheit,0
Entwicklung,Attribut,0
Ereignisprotokolldatei,Datenbeschreibung,0
Laufzeitinformation,Anwendungsseite,0
Datumenstruktur,Systemsoftware,0
Versionsverwaltung,Anwendungsprogramm,0
Batch-transaktion,Internet-information,0
Nutzungsdatum,Programmieraufwand,0
Netzwerkdatenbankmodell,Datenänderung,0
Versionsverwaltung,Programm,0
Batch-transaktion,Code,0
Benutzerfehler,Transaktionsprotokoll,0
Nettodaten,Processing,0
Softwareprojekt,Masseneinsatz,0
Mastertabelle,Hochschulschriftenserver,0
Benutzerfehler,Dokumenten-server,0
Anwendergruppe,Typ,0
Format,Laufzeitinformation,0
Menge,Einheitlich,0
Logdatei,History-tabelle,0
Nutzdaten,Master-server,0
Benutzerfehler,Struktur,0
Adressdaten,Fall,0
Protokoll,Zusammensetzen,0
Laufzeitinformation,Dokumentenserver,0
Nutzdaten,Auswertung,0
Datenänderung,Seite,0
Zustand,Feldname,0
Nutzerverhalten,Universität,0
Aufwand,Installationsprogramm,0
Operations-datenbanken,Datenmanipulationssprache,0
Fehler,Upgrade,0
Code,Datumensatz,0
Adressliste,Satz,0
Logdateien,Datumensatz,0
Anwendungsseite,Fotodatum,0
Struktur,Batch-transaktion,0
Speichermedium,Zieltabelle,0
Kundennummer,Open-source-datenbank,0
Archivsoftware,Begriff,0
Programmieraufwand,Kundennummer,0
Objektdatenbanksystem,Hintergrundprogramm,0
Code,Randdatum,0
Server,Internet-information,0
Tabellenform,Einsatz,0
Netzpublikation,Geschäftstransaktion,0
Nosql-datenbank,Format,0
Protokoll,Datumenfeld,0
Versionsverwaltung,Objektklasse,0
Format,Ereignisprotokolldatei,0
Dokumentenserver,Paket,0
Datum,Datumenstruktur,0
Standardverhalten,Netzwerkinformation,0
Projektdatum,Datentyp,0
Protokoll,Netzpublikation,0
Transaktionsprotokoll,Listen­form,0
Medium,Datentyp,0
Dta-verfahren,Satz,0
Rdf-format,Leistungsproblem,0
Humboldt-universität,Verhalten,0
Sperrverwaltung,Eda-datenbank,0
Nosql-datenbank,Datenbanksysteme,0
Anwendungsseite,Verhalten,0
Datentyp,Verwaltung,0
Datenänderung,Manipulationssprache,0
Spezialfall,Anwendungssoftware,0
Teilsprache,Gurocksoftware,0
Programm,Nutzungsdatum,0
Anbieterserver,Primärschlüssel,0
Protokoll,Grafiksoftware,0
Artikelnummer,Protokoll,0
Begriff,Auflösungsmuster,0
Nosql-datenbank,Ausfallsicherheit,0
Analysezweck,Adressliste,0
Fotodatum,Netzwerkinformation,0
Analysezweck,Transaktionsprotokoll,0
Ereignisprotokoll,Datenbankanwendung,0
Upgrade,Ereignisprotokoll,0
Kundennummer,Installationsprogramm,0
Processing,Fotodatum,0
Satz,Entitätstyp,0
Warning,Relationale-datenbank-muster,0
Ascii-code,Xml-format,0
Registration,Fetching,0
Transaktionsprotokoll,Bibliothek,0
Xml-format,Telemedium,0
Zusammensetzen,Xml-format,0
Datenaufsichtssprache,Systementwicklung,0
Dta-verfahren,Netzwerkinformation,0
Eda-datenbank,Edlich,0
Datenbank-)abfragesprache,Antimuster,0
Geschäftstransaktion,Primärschlüssel,0
Dokumenten-server,Laufzeitfehler,0
Relationale-datenbank-muster,Liste,0
Nosql-datenbanken,Code,0
Transaktion,Abfragesprache,0
Code,Projektdatum,0
Fall,Blog-eintrag,0
Xml-format,Nutzdaten,0
Verwaltung,Protokoll,0
Csv-dateien,Datumenstruktur,0
Code,Transaktionsprotokoll,0
Logging-datenbanken,Nettodaten,0
Verarbeitung,Liste,0
Artikelnummer,Datenbank-)abfragesprache,0
Nutzungsdatum,Fremdschlüsselbegrenzung,0
Laufzeitinformation,Dta-verfahren,0
Telemedium,Datenspeicher,0
Batch-transaktion,Datenaufsichtssprache,0
Gruppe,Datensatzbegrenzung,0
Installieren,Datum,0
Hauptspeicher,Datenbanktabelle,0
Liste,Programmieraufwand,0
Kundennummer,Randdatum,0
Adressliste,Anwendungsseite,0
Nosql-systeme,Software,0
Randdatum,Stapelverarbeitung,0
Opus-server,Peer-to-peer-netzwerk,0
Lösung,Datenaufsichtssprache,0
Datentyp,Teil,0
Entwicklung,Fehler,0
Zweck,Lastverteilung,0
Projektdatum,Transaktionstabelle,0
Zweck,Attribut,0
Csv-dateien,Paketquelle,0
Fehler,Attribut,0
Federation,Internet-information,0
Open-source-datenbank,Satz,0
Publikationsserver,Systembeschreibung,0
Netzwerkdatenbankmodell,Nettodaten,0
Setzen,Datumensatz,0
Seite,Fall,0
Sperrverwaltung,Typbegriff,0
Entwicklung,Nutzdaten,0
Zurücksetzen,Processing,0
Laufzeitfehler,Transaktionsprotokoll,0
Setzen,Primärschlüssel,0
Datenbank-)abfragesprache,Tabellenform,0
Grafiksoftware,Name,0
Anwendungsseite,Speicher,0
Fehler,Publikation,0
Entwicklung,Anwendungsseite,0
Humboldt-universität,Ereignisprotokoll,0
Telemedium,Entwicklung,0
Zusammensetzen,Analysezweck,0
Systementwicklung,Datumenbestand,0
Nutzungsdatum,Information,0
Protokolldatei,Fehler,0
Spezialfall,Applikation,0
Code,Analysezweck,0
Operations-datenbanken,Satz,0
Information,Anwendungsseite,0
Nosql-datenbanken,Anwendung,0
Abhängigkeitsinformation,Geschäftstransaktion,0
Transaktionsprotokoll,Typbegriff,0
Bibliothek,Laufzeitinformation,0
Speicher,Verantwortlich,0
Beginning,Verhalten,0
Lastverteilung,Form,0
Abhängigkeitsinformation,Batch-transaktion,0
Datumenmenge,Federation,0
Publikation,Laufzeitinformation,0
Fetching,Umgekehrter,0
Ereignisprotokoll,Zurücksetzen,0
Universität,Protokoll,0
Anwendung,Datum,0
Transaktion,Laufzeitinformation,0
Gruppe,Anwendung,0
Systemsoftware,Datenaufsichtssprache,0
Quelltabelle,Leistungsproblem,0
Laufzeitfehler,Stapelverarbeitung,0
Single-server,Abhängigkeitsinformation,0
Anwendungsseite,Nutzdaten,0
Modeling,Transaktionstabelle,0
Projektdatum,Kundennummer,0
Einheitlich,Rdf-format,0
Datenaufsichtssprache,Artikelname,0
Kundennummer,Tabellenform,0
Fremdschlüssel,Verarbeitung,0
Applikation,Transaktionsprotokoll,0
Datenbankanwendung,Publikationsserver,0
Menge,Dini-datenbank,0
Fotodatum,Datenbeschreibung,0
Datenverarbeitungssprache,Leistungsproblem,0
Installationsprogramm,Ereignisprotokolldatei,0
Datumensatz,Nutzerverhalten,0
Artikelnummer,Grafiksoftware,0
Zurücksetzen,Analysezweck,0
Xml-format,Transaktion,0
Kundennummer,Publikationsverbund,0
Anwendungssoftware,Artikelnummer,0
Laufzeitinformation,Geschäftstransaktion,0
Projektarchiv,Protokoll,0
Abfragesprache,Verteilung,0
Datenbanksysteme,Ereignisprotokoll,0
Ascii-code,Datenbankanwendung,0
Kundennummer,Lastverteilung,0
Transaktionsprotokoll,Verteilungsmuster,0
Anwendungsseite,Verwaltung,0
Klasse,Telemedium,0
Internet-information,Einheitlich,0
Fotodatum,Publikation,0
Sprachteil,Randdatum,0
Processing,Computersystem,0
Systemsoftware,Stapelverarbeitung,0
Bezüglich,Objektdatenbankmodell,0
Publikationsserver,Randdatum,0
Batch-transaktion,Projektdatum,0
Feldname,Abfragesprache,0
Lastenverteilung,Protokolldatei,0
Form,Datenänderung,0
Typ,Anwendungsprogramm,0
Fehler,Problem,0
Logging,Objektdatenbanksystem,0
Entitätstyp,Datum,0
Edlich,Ereignisprotokolldatei,0
Architektur,Dini-datenbank,0
Manipulationssprache,Zurücksetzen,0
Auswertung,Anwendung,0
Eintrag,Anwendungsseite,0
Fehler,Nosql-systeme,0
Datenänderung,Computersystem,0
Aufwand,Anwendungssoftware,0
Streaming-media-applikation,Ereignisprotokoll,0
Datumenstruktur,Fetching,0
Protokoll,Ascii-code,0
Anwendung,Transaktionsprotokoll,0
Attribut,Processing,0
Tracing,Sicherheitsmuster,0
Netzwerkinformation,Gruppe,0
Datenbanksprache,Quellcodedateien,0
Form,Abhängigkeitsinformation,0
Rdf-format,Code,0
Peer-to-peer-netzwerk,Stapelverarbeitung,0
Streaming-media-applikation,Hauptspeicher,0
Log-dateien,Muster,0
Randdatum,Objektklasse,0
Kundennummer,Protokoll,0
Satz,Liste,0
Analysezweck,Ereignisprotokoll,0
Transaktion,Problem,0
Internet-information,Programmpaket,0
Relationale-datenbank-muster,Archiv,0
Fall,Zurücksetzen,0
Beginning,System,0
Spezialfall,Batch-transaktion,0
Muster,Bezüglich,0
Spezialfall,Anwendungsseite,0
Programmpaket,Artikelnummer,0
Csv-dateien,Dini-datenbank,0
Logisch,Telemedium,0
Log-dateien,Fehler,0
Ereignisprotokoll,Listen­form,0
Sicherheitsmuster,Streaming-media-applikation,0
Dini-datenbank,Entwicklung,0
Systemsoftware,System,0
Laufzeitfehler,Abfragesprache,0
Information,Zurücksetzen,0
Artikelnummer,Logdatei,0
Datentyp,Artikelnummer,0
Applikation,Datumenmenge,0
Schlüssel,Projektdatum,0
Name,Programmzustand,0
Telemedium,Systementwicklung,0
Server,Datenbank-)abfragesprache,0
Systementwicklung,Seite,0
Systementwicklung,Kundennummer,0
Kundennummer,Datentyp,0
Protokoll,Datenbankanwendung,0
Geschäftstransaktion,Klasse,0
Verbund,Harvesting,0
Rdf-format,Fehler,0
Abhängigkeitsinformation,Tabellenform,0
Datenaufsichtssprache,Liste,0
Einsatz,Systementwicklung,0
Nosql-datenbank,Graphdatenbanken,0
Peer-to-peer-netzwerk,Relationale-datenbank-muster,0
Laufzeitfehler,Verteilungsmuster,0
Entitätstyp,Programmieraufwand,0
Anwendungsprogramm,Nutzungsdatum,0
Protokolldateien,E-mail-server,0
Setzen,Stapelverarbeitung,0
Internet-information,Listen­form,0
Verantwortlich,System,0
Datenverarbeitungssprache,Peer-to-peer-netzwerk,0
Fehler,Protokolldateien,0
Spezialfall,Zweck,0
Anwendung,Information,0
Form,Bibliothek,0
Transaktionsprotokoll,Analysezweck,0
Anwendung,Struktur,0
Csv-dateien,Fremdschlüssel,0
Proxyserver,Peer-to-peer-netzwerk,0
Artikelnummer,Protokolldateien,0
Systementwicklung,Sprachteil,0
Name,Abfragesprache,0
Form,Ereignisprotokolldatei,0
Lastenverteilung,Spezialfall,0
Zusammensetzen,Versionsverwaltungssystem,0
Datumenbestand,Kundennummer,0
Lastenverteilung,Datumensatz,0
Bibliothek,Klasse,0
Systembeschreibung,Zweck,0
Sicherheit,Transaktionsprotokoll,0
Teilsprache,Batch-transaktion,0
Nosql-datenbank,Hashtabelle,0
Programmzustand,Liste,0
Transaktion,Fotodatum,0
Spezialfall,Verantwortlich,0
Primärschlüssel,Verteilungsmuster,0
Streaming-media-applikation,Sicherheitsmuster,0
Datumenmodell,Nutzdaten,0
Tabellenform,Datumensatz,0
Anwendung,Projekt,0
Verarbeitung,Artikelnummer,0
Anwendung,Objektklasse,0
Lastenverteilung,Processing,0
Eda-datenbank,Datumenfeld,0
Kundennummer,Nutzdaten,0
Ereignisprotokoll,Universität,0
Kundennummer,Nosql-datenbanken,0
Tabelle,Fehler,0
Transaktionsprotokoll,Edlich,0
Fehler,Batch-transaktion,0
Bestand,Verarbeitung,0
Transaktionstabelle,Batch-transaktion,0
Fehler,Dini-datenbank,0
Gurocksoftware,Datenspeichersystem,0
Paketverwaltung,Artikelnummer,0
Logdatei,Zustand,0
Warning,Zurücksetzen,0
Typbegriff,Quelltabelle,0
Programm,Muster,0
Entitätstyp,Nutzerverhalten,0
Applikation,Batch-transaktion,0
Speichermedium,Adressdaten,0
Anwendungsseite,Internet-information,0
Datei,Kundennummer,0
Nutzdaten,Archiv,0
Architektur,Programmieraufwand,0
Entwicklung,Quellcodedateien,0
Systemsoftware,Ereignisprotokoll,0
Datenbank-)abfragesprache,Applikation,0
Anwendung,Speichermedium,0
Verarbeitung,Datumenfeld,0
Teil,Programmieraufwand,0
Versionsverwaltung,Logging,0
Bezüglich,Aufwand,0
Code,Rdf-format,0
Applikation,Datumensatz,0
Lastverteilung,Datentyp,0
Stapelverarbeitung,Code,0
Klasse,Adressliste,0
Problem,Seite,0
Satz,Denormalisierungsmuster,0
Berechnungsmodell,Einheitlich,0
Attribut,Verfahren,0
Logdateien,Software,0
Fehler,Nutzdaten,0
Datenbeschreibung,Information,0
Rdf-format,Stapelverarbeitung,0
Verantwortlich,Verfahren,0
Verantwortlich,Datenbanktabelle,0
Datenänderung,Nutzerverhalten,0
Logdateien,System,0
Systemsoftware,Netzwerkinformation,0
Liste,Klasse,0
Datei,Verfahren,0
Datentyp,Batch-transaktion,0
Objektklasse,Entitätstyp,0
Datenbankanwendung,Dta-verfahren,0
Klasse,Datei,0
Schlüssel,Datenspeicher,0
Grafiksoftware,Dini-datenbank,0
Fetching,Stapelverarbeitung,0
Nosql-datenbank,Nutzungsdatum,0
Xml-format,Primärschlüssel,0
Struktur,Fotodatum,0
Masseneinsatz,Objektklasse,0
Gurocksoftware,Datenmanipulationssprache,0
Warning,Fotodatum,0
Verfahren,Anwendungsseite,0
Geschäftstransaktion,Menge,0
Applikation,Datumenbestand,0
Datei,Modell,0
Manipulationssprache,Logdateien,0
Datentyp,Feld,0
Seite,Dokumentmenge,0
Setzen,Datenbanktabelle,0
Kundennummer,Batch-transaktion,0
Abhängigkeitsinformation,Datenbeschreibung,0
Objektdatenbank,Verantwortlich,0
Speichermedium,Verhalten,0
Nettodaten,Operations-datenbanken,0
Datumenstruktur,Verhalten,0
Ereignisprotokoll,Ascii-code,0
Programmieraufwand,Telemedium,0
Anwendungsseite,Datumenmenge,0
Xml-format,Archiv,0
Datenbanktabelle,Satz,0
Datumensatz,Projekt,0
Nutzdaten,Zustand,0
Protokolldatei,E-mail-server,0
Denormalisierungsmuster,Artikelnummer,0
Quellcodedateien,Objektdatenbanksystem,0
Dta-verfahren,Ereignisprotokoll,0
Systembeschreibung,Datumensatz,0
Laufzeitinformation,Analysezweck,0
Zurücksetzen,Randdatum,0
Transaktion,Datenbeschreibung,0
Klasse,Universität,0
Protokoll,Paketverwaltung,0
Anbieterserver,Ereignisprotokolldatei,0
Leistungsproblem,Speichermedium,0
E-mail-server,Modeling,0
Datei,Edlich,0
Echtzeitauswertung,Muster,0
Paketquelle,Paket,0
Artikelnummer,Einheitlich,0
Single-server,Harvesting,0
Einheitlich,Adressdaten,0
Zurücksetzen,History-tabelle,0
Datenbanktabelle,Code,0
Muster,Transaktion,0
Protokolldatei,Seite,0
Protokolldatei,Logging,0
Problem,Datenänderung,0
Code,Protokoll,0
Fehler,Format,0
Datumenmodell,Transaktion,0
Dta-verfahren,Sprachteil,0
Satz,Datenbankanwendung,0
Protokolldatei,Geschäftstransaktion,0
Log-dateien,Form,0
Adressdaten,Datum,0
Nosql-datenbanken,Grafiksoftware,0
Paket,Protokoll,0
Typ,Kundennummer,0
Transaktionsprotokoll,Nosql-datenbanken,0
Struktur,Upgrade,0
Anwendungsseite,Datenbeschreibung,0
Artikelnummer,Datenbanksysteme,0
Beschreibung,Verteilung,0
Datenbanktabelle,Manipulationssprache,0
Struktur,Nettodaten,0
Dta-verfahren,Auflösungsmuster,0
Datum,Liste,0
Programmpaket,Name,0
Sprachteil,Mastertabelle,0
Klasse,Open-source-datenbank,0
Single-server,Nutzungsdatum,0
Code,Anwendungsseite,0
Datumenstruktur,Adressdaten,0
Edlich,Laufzeitinformation,0
Fall,Geschäftstransaktion,0
Registration,Artikelnummer,0
Datentyp,Transaktionstabelle,0
System,Datenänderung,0
Streaming-media-applikation,Ascii-code,0
Medium,Programmzustand,0
Anwendungsseite,Ascii-code,0
Objektdatenbanken,Objektdatenbanksystem,0
Protokoll,Edlich,0
Federation,Analysezweck,0
Architektur,Analysezweck,0
Geschäftstransaktion,Berechnungsmodell,0
Warning,Systementwicklung,0
Stapelverarbeitung,Form,0
Sächsisch,Datumensatz,0
Datenaufsichtssprache,Adressliste,0
Quelle,Relationale-datenbank-muster,0
Archiv,Mastertabelle,0
Adressdaten,Gruppe,0
Objektdatenbanksystem,Objektdatenbanken,0
Transaktionsprotokoll,Nosql-datenbank,0
Zieltabelle,Dokumentmenge,0
Protokolldatei,Klasse,0
Antimuster,Satz,0
Primärschlüssel,Menge,0
Name,Protokolldatei,0
Typ,Eda-datenbank,0
Objektklasse,Transaktion,0
Ausfallsicherheit,Eintrag,0
Datumensatz,Entitätstyp,0
Lookup-tabelle,Primärschlüssel,0
Geschäftstransaktion,Leistungsproblem,0
Ereignisprotokoll,Liste,0
Bezüglich,Logdatei,0
Tabellenform,Abfragesprache,0
Struktur,Code,0
Protokoll,Code,0
Information,Programm,0
Benutzerfehler,Datumensatz,0
Geschäftstransaktion,Standardverhalten,0
Laufzeitfehler,Klasse,0
Medium,Quelltabelle,0
Verfahren,Open-source-datenbank,0
Satz,Publikation,0
Mastertabelle,Medium,0
Adressliste,Bestand,0
Masseneinsatz,Zieltabelle,0
Beschreibung,Laufzeitfehler,0
Verfahren,Fall,0
Server,Datenaufsichtssprache,0
Universität,Anwendungsseite,0
Quelltabelle,Auswertung,0
Eda-datenbank,Modeling,0
Datumensatz,Anwendung,0
Projektdatum,Abhängigkeitsinformation,0
Zweck,Ereignisprotokolldatei,0
Versionsverwaltung,Ereignisprotokoll,0
Bestand,Transaktion,0
Rdf-format,Abfragesprache,0
Benutzerfehler,Protokolldatei,0
Ereignisprotokolldatei,Beginning,0
Kundennummer,Anwendungsprogramm,0
System,Nosql-systeme,0
Datumenfeld,Internet-information,0
Menge,Lösung,0
Analysezweck,Internet-information,0
Aktualisieren,Echtzeitauswertung,0
Abhängigkeitsinformation,Anwendungsseite,0
Datumensatz,Paket,0
Netzwerkinformation,Preprint-server,0
Abfragesprache,Problem,0
Architektur,Verarbeitung,0
Logdatei,Gruppe,0
Datenaufsichtssprache,Humboldt-universität,0
Projektarchiv,Benutzerfehler,0
Beginning,Muster,0
Rdf-format,Masseneinsatz,0
Typ,Telemedium,0
Anwendungsseite,Adressliste,0
Artikelnummer,Gurocksoftware,0
Batch-transaktion,Abfragesprache,0
Feldname,Laufzeitinformation,0
Architektur,Softwarelösung,0
Fotodatum,Fremdschlüssel,0
Auswertung,Medium,0
Programm,Paketverwaltung,0
Nettodaten,Transaktionsprotokoll,0
Telemedium,Form,0
Artikelnummer,Publikation,0
Abhängigkeitsinformation,Lösung,0
Datei,Nosql-datenbank,0
Projektdatum,Datenänderung,0
Nutzdaten,Kundennummer,0
Telemedium,Abfragesprache,0
Applikation,Softwareprojekt,0
Menge,Fotodatum,0
Software,Open-source-datenbank,0
Nutzdaten,Geschäftstransaktion,0
Programm,Information,0
Stapelverarbeitung,Datenbanktabelle,0
Fall,Log-dateien,0
Masseneinsatz,Kundennummer,0
Humboldt-universität,Protokolldatei,0
Rdf-format,Programm,0
Datenbank-)abfragesprache,Datenspeicher,0
Sprachteil,Entwicklung,0
Logdateien,Anbieterserver,0
Abhängigkeitsinformation,Menge,0
Einsatz,Bezüglich,0
Installieren,Sprache,0
Anwendungssoftware,Setzen,0
Anbieterserver,Querverweistabelle,0
Fotodatum,Datumenbestand,0
Transaktionstabelle,Artikelname,0
Transaktionsprotokoll,Versionsverwaltung,0
Programm,Netzwerkinformation,0
Entitätstyp,Satz,0
Spezialfall,Sprachteil,0
Paket,Datenbankanwendung,0
Fremdschlüssel,Klasse,0
Paket,Datumensatz,0
Artikelnummer,Datenbankanwendung,0
Speichermedium,Nettodaten,0
Verantwortlich,Bestand,0
Dini-datenbank,Projekt,0
Änderung,Datenaufsichtssprache,0
Fotodatum,Entitätstyp,0
Sicherheit,Datenbanksysteme,0
Archivsoftware,Satz,0
Warning,Sperrverwaltung,0
Menge,Internet-information,0
Masseneinsatz,Spezialfall,0
Log-dateien,Verwaltung,0
Programmpaket,Protokoll,0
Sperrverwaltung,Entwicklung,0
Einsatz,Bestand,0
Eda-datenbank,Verteilungsmuster,0
Lookup-tabelle,Anbieterserver,0
Hintergrundprogramm,Objektdatenbanksysteme,0
Feld,Anwendungsseite,0
Datenbanksystem,Zusammensetzen,0
Projektdatum,Datumenmodell,0
Protokolldatei,Quelle,0
Speichermedium,Fall,0
Datumensatz,Anwendergruppe,0
Open-source-datenbank,Quellcodedateien,0
Archivsoftware,Primärschlüssel,0
Logging,Datumenbestand,0
Edlich,Anwendungsseite,0
Programm,Datentyp,0
Typ,Programm,0
Internet-information,Bibliothek,0
Verfahren,Edlich,0
Internet-information,Sicherheit,0
Verantwortlich,Grafiksoftware,0
Netzpublikation,Eda-datenbank,0
Einsatz,Typ,0
Hintergrundprogramm,Datentyp,0
Fehler,Geschäftstransaktion,0
Speichermedium,Projektdatum,0
Spezialfall,Telemedium,0
Nettodaten,Querverweistabelle,0
Sprachteil,Nettodaten,0
Systementwicklung,Transaktionsprotokoll,0
Preprint-server,Xml-format,0
Transaktionsprotokoll,Adressdaten,0
Datumensatz,Sächsisch,0
Dini-datenbank,Datumensatz,0
Software,Softwareprojekt,0
Rdf-format,Standardverhalten,0
Liste,Nutzdaten,0
Publikationsserver,Datenänderung,0
Speicher,Attribut,0
Datenverarbeitungssprache,Datum,0
Fehler,Verantwortlich,0
Fehler,Programmzustand,0
Fremdschlüssel,Dokumentenserver,0
Dokumenten-server,Internet-information,0
Nosql-datenbanken,Hochschulschriftenserver,0
Internet-information,Analysezweck,0
Sperrverwaltung,Master-server,0
Passwort,Kundennummer,0
Zweck,Fall,0
Xml-format,Datumenbestand,0
Warning,Dini-datenbank,0
Nutzungsdatum,Systementwicklung,0
Abfragesprache,Archiv,0
Abfragesprache,Verteilungsmuster,0
Projektdatum,Speichermedium,0
Muster,Programm,0
Registration,Echtzeitauswertung,0
Server,Dta-verfahren,0
Bezüglich,Blog-eintrag,0
Datumenstruktur,Primärschlüssel,0
Benutzerfehler,Installationsprogramm,0
Format,Publikationsverbund,0
Echtzeitauswertung,Satz,0
Projektdatum,Schlüssel,0
Nutzerverhalten,Tracing,0
Antimuster,Datumenfeld,0
Randdatum,Artikelnummer,0
Open-source-datenbank,Medium,0
Entwicklung,Verteilungsmuster,0
Entwicklung,Kundennummer,0
Programmieraufwand,Transaktion,0
Fremdschlüssel,Änderung,0
Quelle,Benutzerfehler,0
Bestand,Seite,0
Systembeschreibung,Liste,0
Randdatum,Setzen,0
Muster,Datenbankanwendung,0
Randdatum,Telemedium,0
Fall,Anwendungssoftware,0
Mastertabelle,Projektarchiv,0
Publikation,Nosql-datenbank,0
Artikelnummer,Bezüglich,0
Ascii-code,Log-dateien,0
Ereignisprotokolldatei,Kundennummer,0
System,Objektdatenbanken,0
Nutzerverhalten,Datenbanksystem,0
Datumenstruktur,Einsatz,0
Analysezweck,Fremdschlüssel,0
Laufzeitfehler,Datensatzbegrenzung,0
Listen­form,Fehler,0
Systementwicklung,Datenbank-)abfragesprache,0
Standardverhalten,Opus-server,0
Zustand,Geschäftstransaktion,0
Seite,Abhängigkeitsinformation,0
Dta-verfahren,Datumensatz,0
Entwicklung,Publikationsverbund,0
Transaktion,Datenverarbeitungssprache,0
