labels,words,scores
Bereich,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Wagenklasse, Beförderungsklasse, Klasse, Zweck, Form, Arbeitsleistung, Regelleistung, Leistung, Vorphase, Anfangphase, Hochphase, Musterschule, Schule, Außendienst, Dienst, Arbeitsort, Ort, Pflicht, Erziehungsarbeit, Arbeit, Lernen, Strandaufenthalt, Aufenthalt, Schulbusschild, Schild, Roman, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Reisegrund, Grund, Unterhaltungsbetrieb, Betrieb, Reiseart, Art, Gastfamilie, Familie, Inselsberg, Berg, Dienstreise, Land, Deutschland, Teil, Transportmittel, Wohnung, Europa, Schiff, Kontinent, Reiseziel, Jahrhundert, Mensch, Arbeitsstätte, Österreich, Schweiz, Information, Frau, Geschichte, Soldat, Asien, Erledigung, Dienststelle, Bestimmung, Bahn, Richtung, Gruppe, Übernachtung, Stelle",0.6883491683661248
Klasse,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Wagenklasse, Beförderungsklasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Programm, Musterschule, Schule, Klassenfahrt, Außendienst, Dienst, Reisesicherheit, Sicherheit, Zeit, Ort, Reiseführer, Auswärtstätigkeit, Tätigkeit, Arbeit, Schulbusschild, Schild, Science-fiction-roman, Roman, Interesse, Verein, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Reisegrund, Grund, Betrieb, Arbeitsanweisung, Dienstanweisung, Vorschuss, Reiseart, Art, Gastfamilie, Familie, Berg, Dienstreise, Teil, Wohnung, Bedeutung, Privatwirtschaft, Regelung, Schiff, Mensch, Unternehmen, Schweiz, Verb, Information, Frau, Geschichte, Soldat, Gesellschaft, Welt, Richter, Bestandteil, Bestimmung, Bezug, Durchführung, Bahn, Gruppe, Stelle, Verbreitung, Verbrechen",0.6854329928050842
Teil,"Wagenklasse, Beförderungsklasse, Klasse, Zweck, Form, Schulprogramm, Fahrtenprogramm, Programm, Regelarbeitszeit, Arbeitszeit, Jahr, Außendienst, Dienst, Wegzeit, Zeit, Ort, Reisedauer, Dauer, Weltreiseführer, Reiseführer, Tätigkeit, Schulbusschild, Schild, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Generation, Reisegrund, Grund, Arbeitsanweisung, Dienstanweisung, Gefährdungsbeurteilung, Beurteilung, Reiseart, Art, Woche, Gastfamilie, Familie, Inselsberg, Berg, Dienstreise, Land, Deutschland, Bedeutung, Europa, Privatwirtschaft, Tag, Kontinent, Zahl, Jahrhundert, Mensch, Unternehmen, Monat, Österreich, Schweiz, Band, Verb, Information, Frau, Geschichte, Abenteuer, Gesellschaft, Asien, Welt, Richter, Beginn, Bundesland, Bestandteil, Bestimmung, Bahn, Milliarde, Stelle",0.6840598209992379
Unternehmung,"Arbeitsleistung, Regelleistung, Leistung, Schule, Dienst, Dienstgeschäft, Haustürgeschäft, Auswärtstätigkeit, Tätigkeit, Erziehungsarbeit, Arbeit, Ausgabe, Beschreibung, Kennenlernen, Lernen, Roman, Mediumeninteresse, Interesse, Organisation, Trampertreffen, Treffen, Unterhaltungsbetrieb, Betrieb, Transportmittel, Ziel, Unternehmen, Information, Studie, Abenteuer, Erledigung, Unterweisung, Durchführung, Richtung, Stelle, Verbreitung, Verbrechen",0.6803263621292212
Kanton,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Wagenklasse, Beförderungsklasse, Klasse, Arbeitsleistung, Regelleistung, Leistung, Musterschule, Schule, Außendienst, Dienst, Arbeitsort, Ort, Pflicht, Erziehungsarbeit, Arbeit, Lernen, Strandaufenthalt, Aufenthalt, Schild, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Unterhaltungsbetrieb, Betrieb, Art, Familie, Dienstreise, Land, Deutschland, Teil, Transportmittel, Wohnung, Europa, Schiff, Kontinent, Reiseziel, Mensch, Arbeitsstätte, Österreich, Schweiz, Information, Asien, Erledigung, Dienststelle, Bestimmung, Bahn, Richtung, Übernachtung, Stelle",0.6792549954144192
Familie,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Klassenfahrt, Reisesicherheit, Sicherheit, Auswärtstätigkeit, Tätigkeit, Arbeit, Science-fiction-roman, Roman, Interesse, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Betrieb, Reiseart, Art, Gastfamilie, Berg, Bedeutung, Regelung, Mensch, Unternehmen, Verb, Information, Frau, Geschichte, Welt, Durchführung, Bahn, Stelle, Verbreitung, Verbrechen",0.677919022957923
Gebiet,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Wagenklasse, Beförderungsklasse, Klasse, Zweck, Form, Leistung, Vorphase, Anfangphase, Hochphase, Schule, Dienst, Arbeitsort, Ort, Erziehungsarbeit, Arbeit, Strandaufenthalt, Aufenthalt, Schulbusschild, Schild, Roman, Organisation, Dienstgang, Unterrichtsgang, Reisegrund, Grund, Unterhaltungsbetrieb, Betrieb, Reiseart, Art, Gastfamilie, Familie, Inselsberg, Berg, Land, Deutschland, Teil, Transportmittel, Wohnung, Bedeutung, Europa, Schiff, Kontinent, Reiseziel, Mensch, Arbeitsstätte, Österreich, Schweiz, Band, Frau, Geschichte, Soldat, Asien, Erledigung, Bestimmung, Bahn, Richtung, Gruppe, Übernachtung",0.6766453281433196
Relation,"Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Sicherheit, Tätigkeit, Schild, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Arbeitsanweisung, Dienstanweisung, Reiseart, Art, Gastfamilie, Familie, Wandererlass, Fahrtenerlass, Regelung, Rahmen, Mensch, Verb, Information, Geschichte, Welt, Bestimmung, Bezug, Bahn, Verbreitung, Verbrechen",0.6765355209510879
Grundeinheit,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Klassenfahrt, Reisesicherheit, Sicherheit, Auswärtstätigkeit, Tätigkeit, Arbeit, Roman, Interesse, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Betrieb, Reiseart, Art, Familie, Berg, Bedeutung, Regelung, Mensch, Unternehmen, Verb, Information, Frau, Geschichte, Welt, Durchführung, Bahn, Stelle, Verbreitung, Verbrechen",0.6754573361719372
Konzeption,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Klassenfahrt, Reisesicherheit, Sicherheit, Auswärtstätigkeit, Tätigkeit, Arbeit, Roman, Interesse, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Betrieb, Reiseart, Art, Familie, Berg, Bedeutung, Regelung, Mensch, Unternehmen, Verb, Information, Frau, Geschichte, Welt, Durchführung, Bahn, Stelle, Verbreitung, Verbrechen",0.6754573361719372
Eigenschaft,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Klassenfahrt, Reisesicherheit, Sicherheit, Auswärtstätigkeit, Tätigkeit, Arbeit, Roman, Interesse, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Betrieb, Reiseart, Art, Familie, Berg, Bedeutung, Regelung, Mensch, Unternehmen, Verb, Information, Frau, Geschichte, Welt, Durchführung, Bahn, Stelle, Verbreitung, Verbrechen",0.6754573361719372
Abschnitt,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Form, Vorphase, Anfangphase, Hochphase, Schüler, Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Wegzeit, Zeit, Arbeitsort, Ort, Reisedauer, Dauer, Reiseführer, Auswärtstätigkeit, Tätigkeit, Arbeit, Ausgabe, Aufenthalt, Schulbusschild, Schild, Science-fiction-roman, Roman, Interesse, Dienstgang, Unterrichtsgang, Hippie-generation, Generation, Betrieb, Lehrkraft, Reiseart, Art, Landschulwoche, Woche, Gastfamilie, Familie, Bürger, Tramp, Land, Deutschland, Anhalter, Teil, Bedeutung, Tag, Zahl, Jahrhundert, Mensch, Arbeitsstätte, Unternehmen, Monat, Österreich, Erholung, Band, Kraftfahrzeug, Verb, Information, Frau, Geschichte, Soldat, August, Welt, Richter, Beginn, Erledigung, Bestimmung, Durchführung, Bahn, Gruppe, Milliarde, Million, Kraftfahrer, Mitnahme, Stelle, Autor",0.6751880766741065
Gruppe,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Musterschule, Schule, Klassenfahrt, Außendienst, Dienst, Reisesicherheit, Sicherheit, Ort, Dienstgeschäft, Haustürgeschäft, Auswärtstätigkeit, Tätigkeit, Arbeit, Schild, Science-fiction-roman, Roman, Interesse, Schulverein, Verein, Dienstgang, Unterrichtsgang, Straßenverbindung, Verbindung, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Reisegrund, Grund, Betrieb, Arbeitsanweisung, Dienstanweisung, Vorschuss, Reiseart, Art, Gastfamilie, Familie, Berg, Dienstreise, Arbeitgeber, Teil, Wohnung, Bedeutung, Privatwirtschaft, Regelung, Eisenbahn, Schiff, Mensch, Unternehmen, Schweiz, Verb, Information, Frau, Geschichte, Abenteuer, Soldat, Gesellschaft, Welt, Bestandteil, Bezug, Durchführung, Bahn, Stelle, Verbreitung, Verbrechen",0.6745120486385742
Gattung,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Klassenfahrt, Reisesicherheit, Sicherheit, Auswärtstätigkeit, Tätigkeit, Arbeit, Science-fiction-roman, Roman, Interesse, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Betrieb, Reiseart, Art, Familie, Berg, Bedeutung, Regelung, Jahrhundert, Mensch, Unternehmen, Verb, Information, Frau, Geschichte, Welt, Durchführung, Bahn, Stelle, Verbreitung, Verbrechen",0.673507072503075
Gesamtheit,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Niveaumilieu, Selbstverwirklichungsmilieu, Integrationsmilieu, Milieu, Klasse, Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Mitfahren, Abgefahren, Fahren, Arbeitsleistung, Regelleistung, Leistung, Musterschule, Schule, Sicherheitsregel, Regel, Außendienst, Dienst, Erziehungsarbeit, Arbeit, Beschreibung, Kennenlernen, Lernen, Schulbus, Reiseverkehrsmittel, Verkehrsmittel, Schulbusschild, Schild, Science-fiction-roman, Roman, Verein, Einsatzorganisation, Organisation, Hippie-generation, Generation, Trampertreffen, Treffen, Trampkultur, Kultur, Dienstreise, Land, Deutschland, Auto, Teil, Transportmittel, Ziel, Wohnung, Autofahrer, Europa, Literatur, Eisenbahn, Schiff, Kontinent, Möglichkeit, Jahrhundert, Österreich, Schweiz, Band, Verb, Information, Studie, Geschichte, Soldat, Asien, Welt, Erledigung, Dienststelle, Unterweisung, Durchführung, Bahn, Richtung, Stelle, Verbreitung, Verbrechen",0.6708634757912776
Gegenstand,"Klasse, Fahrtzweck, Erziehungszweck, Zweck, Leistung, Schulprogramm, Fahrtenprogramm, Programm, Musterschule, Schule, Arbeitszeit, Dienst, Wegzeit, Zeit, Arbeitsort, Ort, Dauer, Weltreiseführer, Reiseführer, Erziehungsarbeit, Arbeit, Betriebsausgabe, Ausgabe, Strandaufenthalt, Aufenthalt, Schulbus, Reiseverkehrsmittel, Verkehrsmittel, Schulbusschild, Schild, Science-fiction-roman, Roman, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Reisegrund, Grund, Unterhaltungsbetrieb, Betrieb, Beurteilung, Art, Gastfamilie, Familie, Inselsberg, Berg, Land, Auto, Teil, Transportmittel, Ziel, Wohnung, Autofahrer, Privatwirtschaft, Tag, Eisenbahn, Schiff, Reiseziel, Zahl, Jahrhundert, Mensch, Arbeitsstätte, Monat, Schweiz, Band, Kraftfahrzeug, Verb, Information, Abenteuer, Gesellschaft, August, Thema, Welt, Richter, Erledigung, Dienststelle, Bestandteil, Bestimmung, Bahn, Richtung, Übernachtung, Fahrer, Stelle, Fahrzeug",0.6705628518534916
Taxon,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Klassenfahrt, Reisesicherheit, Sicherheit, Auswärtstätigkeit, Tätigkeit, Arbeit, Schild, Science-fiction-roman, Roman, Interesse, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Betrieb, Reiseart, Art, Gastfamilie, Familie, Berg, Bedeutung, Regelung, Eisenbahn, Mensch, Unternehmen, Verb, Information, Frau, Geschichte, Abenteuer, Welt, Durchführung, Bahn, Stelle, Verbreitung, Verbrechen",0.6669903196901672
Einheit,"Fahrt, Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Leistung, Musterschule, Schule, Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Außendienst, Dienst, Sicherheit, Wegzeit, Zeit, Arbeitsort, Ort, Weltreiseführer, Reiseführer, Tätigkeit, Erziehungsarbeit, Arbeit, Strandaufenthalt, Aufenthalt, Science-fiction-roman, Roman, Verein, Organisation, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Reisegrund, Grund, Unterhaltungsbetrieb, Betrieb, Vorschuss, Reiseart, Art, Landschulwoche, Woche, Rechtsbegriff, Begriff, Gastfamilie, Familie, Dienstreise, Land, Deutschland, Transportmittel, Wohnung, Bedeutung, Regelung, Tag, Rahmen, Schiff, Reiseziel, Jahrhundert, Mensch, Arbeitsstätte, Unternehmen, Monat, Österreich, Schweiz, Verb, Information, Geschichte, Gesellschaft, August, Richter, Beginn, Erledigung, Bestimmung, Bezug, Richtung, Gruppe, Übernachtung, Verbreitung, Verbrechen",0.6669747812181595
Ort,"Fahrt, Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Wagenklasse, Beförderungsklasse, Klasse, Zweck, Form, Arbeitsleistung, Regelleistung, Leistung, Musterschule, Schule, Außendienst, Dienst, Arbeitsort, Arbeitspflicht, Pflicht, Erziehungsarbeit, Arbeit, Kennenlernen, Lernen, Strandaufenthalt, Aufenthalt, Schulbusschild, Schild, Roman, Schulverein, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Verbindung, Tramper-bewegung, Hippie-bewegung, Unterhaltungsbetrieb, Betrieb, Arbeitsanweisung, Dienstanweisung, Reiseart, Art, Gastfamilie, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise, Land, Deutschland, Teil, Transportmittel, Ziel, Wohnung, Privatwirtschaft, Schiff, Reiseziel, Mensch, Arbeitsstätte, Österreich, Schweiz, Information, Frau, Soldat, Welt, Erledigung, Dienststelle, Bestandteil, Bestimmung, Bahn, Richtung, Gruppe, Übernachtung, Stelle",0.6652389182004387
Zustand,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Staat, Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schulreise, Abi-reise, Matura-reise, Austauschreise, Reise, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Arbeitsleistung, Regelleistung, Leistung, Weltreise, Klassenfahrt, Außendienst, Dienst, Reisesicherheit, Sicherheit, Dienstgeschäft, Haustürgeschäft, Pflicht, Auswärtstätigkeit, Tätigkeit, Erziehungsarbeit, Arbeit, Betriebsausgabe, Ausgabe, Lernen, Science-fiction-roman, Roman, Mediumeninteresse, Interesse, Dienstgang, Unterrichtsgang, Fernflug, Flug, Mitreisen, Auslandreisen, Reisen, Tramper-bewegung, Hippie-bewegung, Grund, Unterhaltungsbetrieb, Betrieb, Arbeitsanweisung, Dienstanweisung, Reiseart, Art, Gastfamilie, Familie, Wandererlass, Fahrtenerlass, Dienstreise, Geschäftsreise, Ziel, Bedeutung, Regelung, Eisenbahn, Mensch, Unternehmen, Verb, Information, Geschichte, Abenteuer, Erledigung, Bestimmung, Durchführung, Bahn, Richtung, Weltumrundung, Stelle, Verbreitung, Verbrechen",0.6613307446145128
Kategorie,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Leistung, Vorphase, Anfangphase, Hochphase, Musterschule, Schule, Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Klassenfahrt, Außendienst, Dienst, Reisesicherheit, Sicherheit, Wegzeit, Zeit, Arbeitsort, Ort, Auswärtstätigkeit, Tätigkeit, Erziehungsarbeit, Arbeit, Ausgabe, Strandaufenthalt, Aufenthalt, Science-fiction-roman, Roman, Interesse, Schulverein, Verein, Organisation, Dienstgang, Unterrichtsgang, Verbindung, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Reisegrund, Grund, Unterhaltungsbetrieb, Betrieb, Vorschuss, Reiseart, Art, Landschulwoche, Woche, Gastfamilie, Familie, Berg, Dienstreise, Teil, Transportmittel, Wohnung, Bedeutung, Regelung, Tag, Eisenbahn, Schiff, Reiseziel, Jahrhundert, Mensch, Arbeitsstätte, Unternehmen, Monat, Erholung, Verb, Information, Frau, Geschichte, Abenteuer, Soldat, Gesellschaft, August, Welt, Beginn, Erledigung, Bestimmung, Bezug, Durchführung, Bahn, Richtung, Gruppe, Übernachtung, Mitnahme, Stelle, Verbreitung, Verbrechen",0.6541450767881429
Zeitabschnitt,"Leistung, Arbeitszeit, Jahr, Dienst, Wegzeit, Zeit, Reisedauer, Dauer, Auswärtstätigkeit, Tätigkeit, Erziehungsarbeit, Arbeit, Ausgabe, Roman, Mediumeninteresse, Interesse, Hippie-generation, Generation, Unterhaltungsbetrieb, Betrieb, Ziel, Tag, Jahrhundert, Unternehmen, Monat, Geschichte, Abenteuer, August, Beginn, Erledigung, Durchführung, Richtung, Stelle",0.6511812605428325
Rang,"Fahrt, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Leistung, Schule, Dienst, Sicherheit, Arbeitsort, Ort, Tätigkeit, Erziehungsarbeit, Arbeit, Strandaufenthalt, Aufenthalt, Schild, Science-fiction-roman, Roman, Organisation, Dienstgang, Unterrichtsgang, Grund, Unterhaltungsbetrieb, Betrieb, Arbeitsanweisung, Dienstanweisung, Vorschuss, Reiseart, Art, Gastfamilie, Familie, Teil, Transportmittel, Wohnung, Privatwirtschaft, Regelung, Schiff, Reiseziel, Mensch, Arbeitsstätte, Schweiz, Verb, Information, Geschichte, Soldat, Gesellschaft, Welt, Erledigung, Bestandteil, Bestimmung, Bezug, Bahn, Richtung, Gruppe, Übernachtung, Verbreitung, Verbrechen",0.6485229619329408
Raum,"Fahrt, Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Leistung, Schüler, Musterschule, Schule, Dienst, Sicherheit, Arbeitsort, Ort, Reiseführer, Tätigkeit, Erziehungsarbeit, Arbeit, Strandaufenthalt, Aufenthalt, Schild, Science-fiction-roman, Roman, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Grund, Unterhaltungsbetrieb, Betrieb, Arbeitsanweisung, Dienstanweisung, Vorschuss, Lehrkraft, Reiseart, Art, Gastfamilie, Familie, Bürger, Tramp, Anhalter, Teil, Transportmittel, Wohnung, Privatwirtschaft, Regelung, Schiff, Reiseziel, Mensch, Arbeitsstätte, Unternehmen, Schweiz, Band, Verb, Information, Frau, Geschichte, Soldat, Gesellschaft, Welt, Richter, Erledigung, Dienststelle, Bestandteil, Bestimmung, Bezug, Bahn, Richtung, Gruppe, Übernachtung, Kraftfahrer, Verbreitung, Verbrechen, Autor",0.6477224729079026
Kontinent,"Land, Deutschland, Europa, Österreich, Band, Asien, Bahn",0.6460278039075569
Schicht,"Fahrt, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Schule, Dienst, Sicherheit, Tätigkeit, Schild, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Grund, Arbeitsanweisung, Dienstanweisung, Vorschuss, Reiseart, Art, Gastfamilie, Familie, Land, Deutschland, Teil, Wohnung, Europa, Privatwirtschaft, Regelung, Schiff, Kontinent, Mensch, Österreich, Schweiz, Verb, Information, Geschichte, Soldat, Gesellschaft, Asien, Welt, Bestandteil, Bezug, Bahn, Gruppe, Verbreitung, Verbrechen",0.6454251192626965
Art,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Reise, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Leistung, Schüler, Klassenfahrt, Dienst, Reisesicherheit, Sicherheit, Reiseführer, Auswärtstätigkeit, Tätigkeit, Erziehungsarbeit, Arbeit, Ausgabe, Schild, Science-fiction-roman, Roman, Mediumeninteresse, Interesse, Dienstgang, Unterrichtsgang, Flug, Hochkulturschema, Trivialschema, Reisen, Tramper-bewegung, Hippie-bewegung, Unterhaltungsbetrieb, Betrieb, Beurteilung, Lehrkraft, Reiseart, Begriff, Gastfamilie, Familie, Inselsberg, Berg, Bürger, Tramp, Anhalter, Ziel, Bedeutung, Regelung, Eisenbahn, Mensch, Unternehmen, Band, Verb, Information, Frau, Geschichte, Abenteuer, Soldat, Welt, Richter, Erledigung, Bestimmung, Durchführung, Bahn, Richtung, Kraftfahrer, Stelle, Verbreitung, Verbrechen, Autor",0.6413181306044445
Erde,"Land, Deutschland, Europa, Kontinent, Österreich, Band, Asien, Welt, Bahn",0.6276782702060865
Ordnung,"Schulfahrt, Schülerfahrt, Studienfahrt, Frauenfahrt, Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Klassenfahrt, Reisesicherheit, Sicherheit, Reiseführer, Auswärtstätigkeit, Tätigkeit, Arbeit, Science-fiction-roman, Roman, Interesse, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Tramper-bewegung, Hippie-bewegung, Betrieb, Arbeitsanweisung, Dienstanweisung, Reiseart, Art, Gastfamilie, Familie, Berg, Wandererlass, Fahrtenerlass, Wohlfahrtsverband, Caritasverband, Schülersammelliste, Schülerliste, Bedeutung, Regelung, Mensch, Unternehmen, Verb, Information, Frau, Geschichte, Welt, Richter, Bestimmung, Durchführung, Bahn, Stelle, Verbreitung, Verbrechen",0.6253875944227851
Bestandteil,"Land, Deutschland, Europa, Kontinent, Österreich, Asien, Welt, Bahn",0.5939651281474735
Wille,"Hauptmotivation, Prestigemotivation, Motivation, Bedeutung, Verb",0.5797624796628952
Relevanz,"Deutschland, Bedeutung, Verb, Bundesland, Bahn, Stelle",0.5793505132198649
Absicht,"Deutschland, Bedeutung, Verb, Bundesland, Bahn, Stelle",0.5793505132198649
Inhalt,"Deutschland, Bedeutung, Verb, Bundesland, Bahn, Stelle",0.5793505132198649
Veröffentlichung,"Science-fiction-roman, Roman, Literatur, Jahrhundert, Geschichte",0.5455490381272503
Land,"Deutschland, Europa, Kontinent, Österreich, Band, Asien, Bahn",0.5254114502750327
Territorium,"Land, Deutschland, Europa, Kontinent, Österreich, Band, Asien, Bahn",0.5219634793467598
Erdschicht,"Land, Deutschland, Europa, Kontinent, Österreich, Band, Asien, Bahn",0.5219634793467598
Gegend,"Land, Deutschland, Europa, Kontinent, Österreich, Band, Asien, Bahn",0.5219634793467598
Disziplin,"Mitfahren, Abgefahren, Fahren, Fernflug, Flug",0.4997871059257548
Begriff,"Hochkulturschema, Trivialschema, Reisegrund, Grund, Rechtsbegriff, Bedeutung",0.4960302290536882
Erdoberfläche,"Land, Deutschland, Europa, Tag, Kontinent, Österreich, Band, Asien, Bahn",0.4890716544012277
Ereignis,"Reisegrund, Grund, Bedeutung, Eisenbahn, Unternehmen, Abenteuer, Gesellschaft",0.4812879021560616
Erdteil,"Land, Deutschland, Europa, Kontinent, Österreich, Asien, Bahn",0.459503965829496
Aufwendung,"Fahrtkosten, Übernachtungskosten, Werbungskosten, Kosten, Reisekosten",0.4350639759792102
Konsequenz,"Fahrtkosten, Übernachtungskosten, Werbungskosten, Kosten, Reisekosten",0.4350639759792102
Ausgaben,"Fahrtkosten, Übernachtungskosten, Werbungskosten, Kosten, Reisekosten",0.4350639759792102
Konsequenzen,"Fahrtkosten, Übernachtungskosten, Werbungskosten, Kosten, Reisekosten",0.4350639759792102
